timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698420068.345,False,0.0,0,0,2075
1698420069.331,False,0.0,0,0,2075
1698420069.828,False,0.0,0,0,2075
1698420070.814,False,0.0,0,0,2075
1698420072.792,False,0.0,0,0,2075
1698420074.282,False,0.0,0,0,2075
1698420074.776,False,0.0,0,0,2075
1698420075.77,False,0.44140625,0,140,2098
1698420076.76,False,1.58203125,18,119,2105
1698420077.741,False,1.69140625,34,155,2120
1698420078.737,False,1.77734375,52,201,2137
1698420079.736,False,1.8046875,68,227,2156
1698420081.215,False,1.75,65,243,2175
1698420082.206,False,1.75,65,243,2175
1698420083.198,False,0.0,0,0,2175
1698420084.182,False,0.0,0,0,2175
1698420085.167,False,0.0,0,0,2175
1698420086.159,False,0.0,0,0,2175
