ts,hr,conf
1698924289439.0,0,61
1698924290341.0,0,57
1698924291211.0,0,56
1698924293018.0,0,18
1698924293889.0,0,8
1698924294792.0,0,26
1698924295662.0,0,27
1698924300124.0,52,0
1698924302723.0,52,39
1698924303627.0,52,1
1698924304530.0,52,11
