ts,abs,alpha,beta,gamma
1698921834113.0,False,83.80000000000001,71.9,4.9
1698921834430.0,False,83.7,71.9,4.9
1698921834497.0,False,83.80000000000001,71.9,4.9
1698921834763.0,False,84.0,72.10000000000001,4.800000000000001
1698921834913.0,False,83.9,72.10000000000001,5.0
1698921835013.0,False,83.80000000000001,72.0,5.0
1698921835079.0,False,83.7,72.0,5.0
1698921835929.0,False,83.80000000000001,72.0,4.9
1698921835962.0,False,83.7,72.0,4.9
1698921836012.0,False,83.7,72.10000000000001,4.9
1698921836646.0,False,83.80000000000001,72.10000000000001,4.9
1698921836713.0,False,83.9,72.10000000000001,4.7
1698921836829.0,False,84.10000000000001,72.10000000000001,4.6000000000000005
1698921836863.0,False,84.10000000000001,72.10000000000001,4.5
1698921836880.0,False,84.10000000000001,72.0,4.5
1698921836897.0,False,84.10000000000001,72.10000000000001,4.5
1698921837113.0,False,84.2,72.3,4.4
1698921837180.0,False,84.2,72.4,4.4
1698921837379.0,False,84.30000000000001,72.4,4.3
1698921837413.0,False,84.2,72.4,4.4
1698921837514.0,False,84.30000000000001,72.4,4.3
1698921837646.0,False,84.5,72.4,4.1000000000000005
1698921837679.0,False,84.60000000000001,72.4,4.0
1698921837780.0,False,84.80000000000001,72.4,3.8000000000000003
1698921837829.0,False,84.80000000000001,72.4,3.7
1698921837896.0,False,84.80000000000001,72.4,3.8000000000000003
1698921837930.0,False,84.80000000000001,72.3,3.8000000000000003
1698921837964.0,False,84.7,72.3,3.8000000000000003
1698921838196.0,False,84.5,72.3,3.9000000000000004
1698921838330.0,False,84.30000000000001,72.2,4.1000000000000005
1698921838346.0,False,84.2,72.10000000000001,4.2
1698921838381.0,False,84.10000000000001,72.0,4.3
1698921838397.0,False,84.0,72.0,4.3
1698921838447.0,False,84.0,71.8,4.3
1698921838513.0,False,84.0,71.60000000000001,4.3
1698921838564.0,False,84.0,71.5,4.2
1698921838580.0,False,84.10000000000001,71.5,4.1000000000000005
1698921838614.0,False,84.2,71.5,4.0
1698921838763.0,False,84.2,71.3,4.0
1698921838813.0,False,84.2,71.3,4.1000000000000005
1698921838863.0,False,84.0,71.3,4.2
1698921838896.0,False,83.9,71.4,4.4
1698921839281.0,False,84.0,71.5,4.3
1698921839329.0,False,84.10000000000001,71.4,4.2
1698921839514.0,False,84.30000000000001,71.4,4.0
1698921839530.0,False,84.2,71.4,4.0
1698921839546.0,False,84.30000000000001,71.4,4.0
1698921839597.0,False,84.30000000000001,71.4,3.8000000000000003
1698921839629.0,False,84.2,71.4,3.8000000000000003
1698921839663.0,False,84.2,71.4,3.9000000000000004
1698921839696.0,False,84.0,71.4,4.0
1698921839719.0,False,83.9,71.4,4.1000000000000005
1698921839796.0,False,83.80000000000001,71.4,4.0
1698921839849.0,False,83.80000000000001,71.3,4.0
1698921839913.0,False,83.7,71.2,4.0
1698921839930.0,False,83.7,71.2,4.1000000000000005
1698921839997.0,False,83.60000000000001,71.0,4.1000000000000005
1698921840046.0,False,83.5,70.9,4.2
1698921840079.0,False,83.30000000000001,70.8,4.5
1698921840096.0,False,83.0,70.7,4.7
1698921840113.0,False,82.9,70.60000000000001,4.9
1698921840130.0,False,82.7,70.5,5.2
1698921840146.0,False,82.4,70.4,5.6000000000000005
1698921840163.0,False,82.10000000000001,70.3,6.0
1698921840180.0,False,82.0,70.2,6.1000000000000005
1698921840213.0,False,81.7,70.0,6.6000000000000005
1698921840230.0,False,81.30000000000001,69.9,7.1000000000000005
1698921840247.0,False,81.0,69.7,7.6000000000000005
1698921840263.0,False,80.80000000000001,69.7,7.9
1698921840280.0,False,80.4,69.5,8.5
