timestamp,accGGx,accGGy,accGGz
1698923800.183,0.505,0.708,0.551
1698923800.982,0.505,0.705,0.567
1698923801.783,0.499,0.684,0.584
1698923802.584,0.499,0.707,0.591
1698923803.383,0.471,0.64,0.58
1698923804.182,0.528,0.681,0.515
1698923804.986,0.359,0.646,0.506
1698923805.782,0.342,0.841,0.71
1698923805.868,0.249,0.824,0.707
1698923805.948,0.212,0.747,0.691
1698923806.03,0.231,0.65,0.659
1698923806.108,0.284,0.599,0.632
1698923806.188,0.388,0.602,0.744
1698923806.268,0.51,0.676,0.879
1698923806.348,0.55,0.74,0.966
1698923806.428,0.482,0.753,0.947
1698923806.508,0.406,0.729,0.914
1698923806.589,0.342,0.659,0.85
1698923806.668,0.305,0.603,0.7
1698923806.748,0.346,0.61,0.642
1698923806.828,0.281,0.678,0.655
1698923806.908,0.175,0.772,0.705
1698923806.988,0.135,0.825,0.751
1698923807.068,0.11,0.812,0.744
1698923807.148,0.135,0.727,0.703
1698923807.231,0.127,0.717,0.603
1698923807.307,0.212,0.778,0.61
1698923807.387,0.431,0.8,0.854
1698923807.468,0.397,0.75,0.939
1698923807.547,0.289,0.687,0.944
1698923807.627,0.183,0.584,0.811
1698923807.708,0.199,0.523,0.667
1698923807.787,0.246,0.547,0.599
1698923807.867,0.248,0.676,0.636
1698923807.948,0.144,0.826,0.688
1698923808.027,0.023,0.897,0.718
1698923808.109,0.002,0.837,0.716
1698923808.187,0.014,0.688,0.655
1698923808.267,0.045,0.547,0.593
1698923808.347,0.173,0.547,0.664
1698923808.428,0.275,0.764,0.837
1698923808.509,0.221,0.982,0.989
1698923808.587,0.085,1.068,1.03
1698923808.67,-0.02,0.962,0.977
1698923808.747,-0.003,0.774,0.875
1698923808.827,0.089,0.698,0.727
1698923808.907,0.194,0.68,0.612
1698923808.987,0.175,0.661,0.533
1698923809.067,0.064,0.667,0.549
1698923809.147,-0.047,0.76,0.631
1698923809.227,-0.096,0.874,0.694
1698923809.307,-0.025,0.911,0.706
1698923809.387,0.051,0.8,0.663
1698923809.467,0.281,0.826,0.885
1698923809.547,0.255,0.938,1.047
1698923809.627,0.106,0.939,1.067
1698923809.707,-0.028,0.899,1.011
1698923809.787,-0.04,0.808,0.904
1698923809.867,0.01,0.68,0.678
1698923809.949,0.092,0.578,0.474
1698923810.027,0.177,0.53,0.412
1698923810.107,0.103,0.634,0.467
1698923810.187,-0.089,0.877,0.567
1698923810.267,-0.252,1.034,0.646
1698923810.347,-0.236,0.997,0.667
1698923810.427,-0.077,0.889,0.677
1698923810.507,0.05,0.874,0.649
1698923810.587,0.146,0.966,0.805
1698923810.667,0.159,1.029,1.002
1698923810.747,0.07,1.035,0.949
1698923810.827,-0.03,1.039,0.967
1698923810.907,-0.07,0.94,0.882
1698923810.988,-0.039,0.735,0.662
1698923811.067,0.032,0.585,0.561
1698923811.149,0.135,0.522,0.518
1698923811.227,0.15,0.576,0.503
1698923811.307,0.032,0.748,0.596
1698923811.387,-0.17,0.872,0.739
1698923811.467,-0.238,0.913,0.759
1698923811.547,-0.1,0.864,0.642
1698923811.627,0.163,0.802,0.619
1698923811.707,0.147,0.951,0.716
1698923811.787,0.074,0.953,0.869
1698923811.867,0.04,0.921,0.921
1698923811.947,-0.042,0.868,0.853
1698923812.027,-0.068,0.758,0.746
1698923812.107,0.025,0.685,0.669
1698923812.187,0.115,0.657,0.586
1698923812.267,0.095,0.693,0.553
1698923812.347,-0.024,0.769,0.585
1698923812.428,-0.137,0.867,0.614
1698923812.507,-0.189,0.935,0.673
1698923812.589,-0.132,0.909,0.696
1698923812.667,-0.025,0.823,0.649
1698923812.747,0.089,0.766,0.646
1698923812.827,0.145,0.854,0.76
1698923812.907,0.094,1.005,0.833
1698923812.987,0.016,1.049,0.827
1698923813.067,-0.078,0.985,0.9
1698923813.147,-0.118,0.865,0.83
1698923813.227,-0.066,0.719,0.677
1698923813.307,0.043,0.652,0.607
1698923813.387,0.151,0.657,0.561
1698923813.467,0.12,0.688,0.545
1698923813.546,-0.047,0.745,0.591
1698923813.626,-0.221,0.834,0.687
1698923813.706,-0.251,0.872,0.708
1698923813.786,-0.096,0.762,0.646
1698923813.869,-0.019,0.816,0.64
1698923813.947,0.099,0.897,0.742
1698923814.026,0.108,0.934,0.87
1698923814.106,0.044,0.951,0.938
1698923814.186,-0.068,0.914,0.923
1698923814.266,-0.136,0.836,0.838
1698923814.346,-0.083,0.757,0.717
1698923814.426,0.026,0.705,0.575
1698923814.506,0.193,0.654,0.444
1698923814.586,0.257,0.642,0.413
1698923814.666,0.01,0.688,0.343
1698923814.746,-0.291,0.8,0.39
1698923814.826,-0.354,0.908,0.616
1698923814.907,-0.243,0.88,0.686
1698923814.986,-0.096,0.771,0.657
1698923815.069,0.011,0.722,0.618
1698923815.147,0.086,0.772,0.655
1698923815.226,0.126,0.893,0.79
1698923815.309,0.114,0.966,0.881
1698923815.386,0.05,0.938,0.852
1698923815.466,-0.078,0.896,0.892
1698923815.546,-0.158,0.842,0.913
1698923815.626,-0.136,0.751,0.794
1698923815.706,-0.06,0.661,0.618
1698923815.786,0.066,0.636,0.468
1698923815.866,0.115,0.809,0.464
1698923815.946,-0.159,0.938,0.595
1698923816.026,-0.246,0.983,0.715
1698923816.106,-0.238,0.89,0.724
1698923816.186,-0.155,0.756,0.675
1698923816.266,-0.066,0.632,0.644
1698923816.348,0.032,0.62,0.664
1698923816.426,0.08,0.738,0.734
1698923816.508,0.038,0.901,0.857
1698923816.586,-0.099,0.992,0.889
1698923816.666,-0.216,1.003,0.865
1698923816.747,-0.236,0.896,0.794
1698923816.826,-0.186,0.72,0.68
1698923816.906,-0.087,0.599,0.628
1698923816.986,0.035,0.59,0.567
1698923817.066,0.159,0.665,0.564
1698923817.146,0.224,0.757,0.609
1698923817.226,0.178,0.851,0.652
1698923817.306,0.093,0.873,0.725
1698923817.387,0.083,0.824,0.725
1698923817.466,0.144,0.767,0.666
1698923817.546,0.197,0.703,0.633
1698923817.626,0.222,0.666,0.61
1698923817.706,0.252,0.693,0.644
1698923817.787,0.266,0.757,0.705
1698923817.866,0.266,0.803,0.731
1698923817.946,0.246,0.831,0.746
1698923818.026,0.184,0.71,0.763
1698923818.106,0.046,0.622,0.751
1698923818.186,0.011,0.577,0.756
1698923818.302,-0.002,0.586,0.768
1698923818.346,-0.003,0.629,0.784
1698923818.427,0.009,0.682,0.784
1698923818.506,0.028,0.724,0.774
1698923818.586,0.036,0.751,0.751
1698923818.666,0.04,0.777,0.73
1698923818.746,0.073,0.81,0.725
1698923818.826,0.11,0.822,0.673
1698923818.907,0.157,0.821,0.608
1698923818.988,0.222,0.833,0.637
1698923819.066,0.242,0.812,0.67
1698923819.146,0.219,0.74,0.638
1698923819.226,0.239,0.711,0.639
1698923819.305,0.272,0.741,0.589
1698923819.385,0.33,0.773,0.502
1698923819.465,0.443,0.823,0.503
1698923819.545,0.486,0.896,0.564
1698923819.626,0.353,0.942,0.602
1698923819.705,0.174,0.963,0.64
1698923819.785,0.042,0.943,0.683
1698923819.866,-0.003,0.844,0.642
1698923819.945,0.042,0.734,0.553
1698923820.025,0.074,0.685,0.485
1698923820.105,0.12,0.708,0.495
1698923820.185,0.229,0.82,0.57
1698923820.266,0.3,1.059,0.728
1698923820.345,0.195,1.052,0.724
1698923820.428,0.114,0.955,0.706
1698923820.505,0.024,0.812,0.664
1698923820.585,0.015,0.737,0.595
1698923820.665,0.115,0.78,0.53
1698923820.745,0.147,0.843,0.557
1698923820.825,0.084,0.892,0.602
1698923820.905,0.004,0.931,0.625
1698923820.985,-0.017,0.921,0.652
1698923821.065,0.035,0.886,0.602
1698923821.145,0.132,0.811,0.542
1698923821.225,0.225,0.762,0.537
1698923821.305,0.28,0.802,0.597
