timestamp,magnRawx,magnRawy,magnRawz
1698411731.391,-266,465,620
1698411731.47,-257,467,622
1698411731.551,-248,466,611
1698411731.63,-255,467,616
1698411731.71,-259,460,612
1698411731.794,-253,468,600
1698411731.87,-254,465,615
1698411731.95,-251,471,620
1698411732.031,-257,461,612
1698411732.11,-259,475,619
1698411732.194,-256,467,606
1698411732.27,-258,459,613
1698411732.35,-256,478,617
1698411732.43,-267,471,611
1698411732.51,-267,467,610
1698411732.594,-256,468,611
1698411732.67,-257,473,613
1698411732.75,-256,469,607
1698411732.83,-251,471,617
1698411732.91,-254,468,604
1698411732.994,-263,463,613
1698411733.07,-245,466,610
1698411733.15,-252,475,610
1698411733.232,-262,469,605
1698411733.31,-266,465,607
1698411733.39,-260,472,611
1698411733.47,-270,472,607
1698411733.55,-264,461,628
1698411733.63,-261,472,617
1698411733.71,-259,473,616
1698411733.79,-261,476,619
1698411733.87,-248,466,606
1698411733.95,-251,463,617
1698411734.03,-251,474,608
1698411734.11,-252,473,611
1698411734.19,-250,475,607
1698411734.27,-262,477,614
1698411734.353,-264,471,607
1698411734.43,-257,469,604
1698411734.51,-262,462,609
1698411734.59,-268,470,610
1698411734.67,-248,472,612
1698411734.752,-245,470,627
1698411734.83,-258,462,611
1698411734.91,-256,464,618
1698411734.99,-254,465,609
1698411735.07,-249,481,614
1698411735.153,-269,467,615
1698411735.23,-269,470,609
1698411735.31,-266,474,616
1698411735.392,-275,470,624
1698411735.47,-269,457,627
1698411735.552,-266,434,640
1698411735.63,-246,412,644
1698411735.71,-205,421,660
1698411735.791,-162,425,655
1698411735.87,-156,446,634
1698411735.95,-150,455,631
1698411736.03,-127,452,632
1698411736.11,-110,459,611
1698411736.19,-77,435,623
1698411736.27,-79,450,609
1698411736.351,-81,459,607
1698411736.43,-93,468,600
1698411736.51,-90,473,589
1698411736.59,-90,471,580
1698411736.67,-69,482,551
1698411736.75,-49,463,535
1698411736.83,-10,444,521
1698411736.913,23,412,509
1698411736.99,38,406,520
1698411737.07,19,418,519
1698411737.15,28,423,529
1698411737.23,12,436,528
1698411737.312,-16,444,531
1698411737.39,-74,475,540
1698411737.47,-95,479,538
1698411737.55,-108,494,561
1698411737.629,-121,492,567
1698411737.712,-90,474,571
1698411737.789,-51,467,569
1698411737.869,-12,448,555
1698411737.952,23,427,545
1698411738.029,39,406,527
1698411738.112,39,383,519
1698411738.19,45,374,521
1698411738.269,46,387,519
1698411738.35,36,382,512
1698411738.43,38,376,525
1698411738.509,38,398,532
1698411738.589,10,416,562
1698411738.669,-37,448,565
1698411738.749,-86,466,558
1698411738.829,-132,478,565
1698411738.91,-138,486,578
1698411738.989,-127,473,580
1698411739.069,-66,460,581
1698411739.15,2,421,562
1698411739.229,44,392,557
1698411739.309,49,392,545
1698411739.39,40,374,522
1698411739.472,33,377,515
1698411739.549,33,367,512
1698411739.629,29,388,523
1698411739.709,28,375,532
1698411739.789,21,395,534
1698411739.872,8,403,555
1698411739.949,-27,403,580
1698411740.029,-48,426,589
1698411740.109,-85,453,588
1698411740.189,-99,477,566
1698411740.272,-101,455,575
1698411740.349,-73,427,599
1698411740.429,-38,369,616
1698411740.511,-12,347,618
1698411740.589,7,349,612
1698411740.672,6,333,619
1698411740.749,8,323,615
1698411740.829,21,299,607
1698411740.909,28,292,610
1698411740.989,16,261,611
1698411741.069,20,250,616
1698411741.149,16,252,622
1698411741.229,21,227,611
1698411741.309,9,195,617
1698411741.389,35,197,626
1698411741.469,28,190,607
1698411741.549,20,215,612
1698411741.629,16,273,623
1698411741.709,22,277,618
1698411741.789,30,256,611
1698411741.869,39,212,607
1698411741.949,25,154,609
1698411742.032,25,120,575
1698411742.109,23,99,576
1698411742.189,23,94,557
1698411742.269,25,88,559
1698411742.349,13,87,557
1698411742.431,22,86,560
1698411742.509,12,108,583
1698411742.589,31,140,578
1698411742.671,38,165,592
1698411742.749,36,188,594
1698411742.831,33,238,607
1698411742.909,34,259,615
1698411742.989,35,241,602
1698411743.07,39,224,607
1698411743.149,44,176,583
1698411743.229,30,120,579
1698411743.309,29,109,580
1698411743.389,22,114,580
1698411743.469,27,120,593
1698411743.548,32,108,588
1698411743.629,20,102,592
1698411743.709,32,89,579
1698411743.788,39,98,573
1698411743.868,31,108,596
1698411743.949,38,124,601
1698411744.028,34,153,610
1698411744.108,35,205,623
1698411744.191,26,247,631
1698411744.268,38,261,633
1698411744.348,41,238,618
1698411744.429,56,185,605
1698411744.508,68,147,586
1698411744.591,69,129,584
1698411744.669,53,111,551
1698411744.748,59,99,537
1698411744.828,63,104,515
1698411744.909,49,122,509
1698411744.991,67,142,489
1698411745.068,66,147,472
1698411745.15,68,196,470
1698411745.23,86,236,470
1698411745.308,72,260,458
1698411745.391,63,258,452
1698411745.468,75,279,455
1698411745.548,70,300,455
1698411745.63,52,314,468
1698411745.708,73,326,465
1698411745.788,61,336,483
1698411745.868,64,342,493
1698411745.948,54,364,496
1698411746.028,55,386,507
1698411746.108,31,415,527
1698411746.188,-1,434,519
1698411746.268,-26,456,511
1698411746.348,-48,474,533
1698411746.428,-74,469,540
1698411746.508,-95,493,549
1698411746.588,-111,477,573
1698411746.668,-127,483,576
1698411746.75,-153,497,572
1698411746.828,-167,488,572
1698411746.908,-189,501,562
1698411746.988,-217,504,577
1698411747.068,-234,496,575
1698411747.15,-253,484,597
1698411747.228,-268,492,590
1698411747.308,-273,484,606
1698411747.388,-266,476,595
1698411747.468,-263,481,597
1698411747.551,-255,470,611
1698411747.628,-245,465,621
1698411747.708,-254,465,624
1698411747.79,-251,457,627
1698411747.868,-229,458,627
1698411747.95,-229,454,629
1698411748.029,-223,451,631
1698411748.108,-221,455,629
1698411748.189,-217,457,622
1698411748.268,-210,456,617
1698411748.348,-216,454,624
1698411748.428,-217,461,627
1698411748.508,-230,480,629
1698411748.588,-230,470,617
1698411748.669,-223,463,615
1698411748.748,-228,462,615
1698411748.828,-222,459,616
1698411748.908,-228,461,616
1698411748.988,-233,466,622
1698411749.068,-229,462,621
1698411749.148,-224,458,621
1698411749.228,-223,469,620
1698411749.31,-236,472,621
1698411749.388,-219,468,618
1698411749.468,-220,456,625
1698411749.547,-238,461,625
1698411749.627,-229,469,620
1698411749.71,-235,467,619
1698411749.787,-229,470,626
1698411749.867,-227,467,617
1698411749.948,-231,460,622
1698411750.027,-232,459,614
1698411750.11,-225,468,625
1698411750.188,-234,472,617
1698411750.267,-239,457,616
1698411750.349,-230,471,614
1698411750.428,-222,464,617
1698411750.51,-225,465,633
1698411750.587,-226,461,623
1698411750.668,-222,461,623
1698411750.748,-225,463,620
1698411750.827,-223,461,616
1698411750.908,-222,467,619
1698411750.987,-218,460,617
1698411751.067,-229,463,621
1698411751.148,-241,472,621
1698411751.227,-225,462,616
1698411751.307,-229,460,625
1698411751.388,-234,472,620
1698411751.467,-239,471,614
1698411751.547,-234,477,624
1698411751.627,-240,461,619
1698411751.707,-245,459,622
1698411751.787,-218,467,602
1698411751.87,-237,477,617
1698411751.947,-231,458,613
1698411752.028,-234,472,615
1698411752.107,-227,469,623
1698411752.187,-236,469,617
1698411752.27,-234,461,615
1698411752.347,-240,469,618
1698411752.427,-230,467,612
1698411752.509,-239,475,624
1698411752.587,-236,469,618
1698411752.669,-237,465,609
1698411752.747,-227,466,623
1698411752.827,-231,478,619
1698411752.908,-243,468,621
1698411752.987,-227,471,615
1698411753.067,-224,471,617
1698411753.147,-235,453,621
