ts,alpha,beta,gamma,acc,heading
1698920346174.0,359.5426107049282,18.865214656654054,2.752625108953645,-1.0,
1698920346190.0,359.4362241242618,18.533795568253986,2.5651570928139567,47.66603469848633,121.99845123291016
1698920346206.0,359.40086501447723,18.282820980192565,2.3873545307166744,47.66603469848633,121.99845123291016
1698920346223.0,359.4322099684345,18.163541910078834,2.3121459320811844,47.66603469848633,121.99845123291016
1698920346240.0,359.47962969748124,18.2141828232549,2.3838540219797366,47.66603469848633,121.99845123291016
1698920346257.0,359.51907059380886,18.300558537363894,2.4834631827761253,47.66603469848633,121.99845123291016
1698920346274.0,359.54128201192106,18.333767250566478,2.56495927302204,47.66603469848633,121.99845123291016
1698920346291.0,359.31769343191576,17.070375630480413,3.2705730251688574,47.66603469848633,121.99845123291016
1698920346306.0,359.3664129938931,16.834442939746232,2.9594472370605605,47.66603469848633,121.99845123291016
1698920346323.0,359.4398780657947,16.815212819316073,2.3665383695181696,47.66603469848633,121.99845123291016
1698920346340.0,359.3743523915961,17.31383498104142,2.3190162092986046,47.66603469848633,121.99845123291016
1698920346356.0,359.31102455260526,17.61075336322256,2.3558516831474425,47.66603469848633,121.99845123291016
1698920346373.0,359.2473681196815,17.945660485482367,2.5061055415621682,47.66603469848633,121.99845123291016
1698920346390.0,359.23505375172914,18.01047766824202,2.575917884875921,47.66603469848633,121.99845123291016
1698920346406.0,359.22391116358034,17.98998251953282,2.6001023161791004,47.66603469848633,121.99845123291016
1698920346423.0,359.15129020599363,17.905371262463905,2.63471611065081,47.66603469848633,121.99845123291016
1698920346440.0,359.07288313496207,17.783542821234324,2.693572909667556,47.66603469848633,121.99845123291016
1698920346457.0,359.00750836213535,17.714648708830925,2.7578111467863176,47.66603469848633,121.99845123291016
1698920346473.0,358.93936337781696,17.6713053304154,2.837748729890311,47.66603469848633,121.99845123291016
1698920346490.0,358.888449681372,17.696828755466548,2.8572868631038864,47.66603469848633,121.99845123291016
1698920346506.0,358.8200673815747,17.727460416235438,2.8720593455699253,47.66603469848633,121.99845123291016
1698920346523.0,358.7192014171183,17.712834246059042,2.875717219853022,47.66603469848633,121.99845123291016
1698920346540.0,358.6745564900544,17.65614796868329,2.8370478120206486,47.66603469848633,121.99845123291016
1698920346557.0,358.6607840667067,17.61221421014496,2.8054336844172676,47.66603469848633,121.99845123291016
1698920346573.0,358.67739754603184,17.62257831128362,2.8079051626785017,47.66603469848633,121.99845123291016
1698920346590.0,358.6883904009734,17.678394740044343,2.8691200658864937,47.66603469848633,121.99845123291016
1698920346607.0,358.7041656200534,17.731731067913213,2.914613113370562,47.66603469848633,121.99845123291016
1698920346623.0,358.7187219359664,17.746758880221396,2.947432129624078,47.66603469848633,121.99845123291016
1698920346640.0,358.73867786824405,17.703918353951593,2.954565083299881,47.66603469848633,121.99845123291016
1698920346657.0,358.7666837533434,17.66794576673912,2.9531643378863714,47.66603469848633,121.99845123291016
1698920346673.0,358.78244833818235,17.62404015778099,2.9344696449789716,47.66603469848633,121.99845123291016
1698920346690.0,358.7840490445977,17.61838248551452,2.912868805222837,47.66603469848633,121.99845123291016
1698920346707.0,358.78771286666466,17.62830837045817,2.885261829847472,47.66603469848633,121.99845123291016
1698920346723.0,358.79654902288434,17.61699651092639,2.846093304755111,47.66603469848633,121.99845123291016
1698920346740.0,358.8082199562225,17.566336947702858,2.8038280229298818,47.66603469848633,121.99845123291016
1698920346757.0,358.81956309038327,17.501213684316554,2.7723720113165053,47.66603469848633,121.99845123291016
1698920346773.0,358.81885136250105,17.457385590730407,2.753276774405143,47.66603469848633,121.99845123291016
1698920346790.0,358.81097382761976,17.47153530519921,2.7653419621844733,47.66603469848633,121.99845123291016
1698920346806.0,358.8068780662412,17.525515543695153,2.791526588354308,47.66603469848633,121.99845123291016
1698920346823.0,358.80353131553784,17.5835035655078,2.805549565254343,47.66603469848633,121.99845123291016
1698920346840.0,358.8119999492009,17.591959219290253,2.804578442955466,47.66603469848633,121.99845123291016
1698920346857.0,358.81995187477816,17.608300571637628,2.819544807795283,47.66603469848633,121.99845123291016
1698920346873.0,358.8420689843985,17.59420628075465,2.821081471658484,47.66603469848633,121.99845123291016
1698920346890.0,358.8728054780861,17.534688320043358,2.7929144687745975,47.66603469848633,121.99845123291016
1698920346907.0,358.8971895947334,17.485205454398216,2.7697931147593473,47.66603469848633,121.99845123291016
1698920346923.0,358.9135469930658,17.443866100921195,2.7425431721275064,47.66603469848633,121.99845123291016
1698920346940.0,358.91237382294383,17.456395824807498,2.7630268482129114,47.66603469848633,121.99845123291016
1698920346957.0,358.9129155992448,17.513295877548416,2.8155011813928184,47.66603469848633,121.99845123291016
1698920346973.0,358.9200325914825,17.582147461772077,2.873085294404449,47.66603469848633,121.99845123291016
1698920346990.0,358.9197261811206,17.593556316852293,2.8759569933541083,47.66603469848633,121.99845123291016
1698920347006.0,358.9051837960892,17.57226137982701,2.850299416571337,47.66603469848633,121.99845123291016
1698920347023.0,358.87972248688123,17.540154654868296,2.8179620533182392,47.66603469848633,121.99845123291016
1698920347041.0,358.8789113342296,17.53477663069741,2.7919869970050746,47.66603469848633,121.99845123291016
1698920347057.0,358.9051349528515,17.541141645929564,2.77627468731033,47.66603469848633,121.99845123291016
1698920347073.0,358.95416605939755,17.572813556104958,2.7707279230042103,47.66603469848633,121.99845123291016
1698920347090.0,358.99285446716686,17.585501951704583,2.7734369788332573,47.66603469848633,121.99845123291016
1698920347107.0,359.03909742675165,17.559451897943454,2.7625984399344405,47.66603469848633,121.99845123291016
1698920347123.0,359.0696450724643,17.527096173289724,2.753809858978464,47.66603469848633,121.99845123291016
1698920347140.0,359.0940446044422,17.48992191154423,2.760615766124267,47.66603469848633,121.99845123291016
1698920347157.0,359.11876886032644,17.435882442515673,2.7869930301158803,47.66603469848633,121.99845123291016
1698920347173.0,359.13841971254266,17.40202609976412,2.8137390947925884,47.66603469848633,121.99845123291016
1698920347190.0,359.16674671458014,17.35675541530879,2.8357906427625714,47.66603469848633,121.99845123291016
