ms,x,y,z
1698920341019.0,46,796,444
1698920341099.0,41,796,445
1698920341179.0,44,803,437
1698920341261.0,41,800,444
1698920341339.0,43,794,442
1698920341421.0,32,799,441
1698920341499.0,47,809,441
1698920341579.0,46,802,427
1698920341659.0,34,810,442
1698920341739.0,36,805,441
1698920341819.0,50,800,441
1698920341899.0,40,791,434
1698920341979.0,42,807,441
1698920342059.0,42,804,439
1698920342139.0,47,803,432
1698920342219.0,35,804,442
1698920342300.0,29,804,439
1698920342379.0,33,789,449
1698920342462.0,42,796,437
1698920342539.0,33,806,437
1698920342619.0,44,798,444
1698920342699.0,37,795,443
1698920342779.0,41,805,433
1698920342861.0,47,796,444
1698920342939.0,31,807,435
1698920343019.0,34,821,442
1698920343099.0,36,805,436
1698920343179.0,43,798,444
1698920343259.0,39,805,429
1698920343339.0,44,799,435
1698920343419.0,42,789,436
1698920343501.0,37,805,442
1698920343578.0,35,803,438
1698920343659.0,44,802,440
1698920343738.0,42,805,454
1698920343818.0,45,799,446
1698920343901.0,41,809,435
1698920343978.0,34,802,439
1698920344058.0,33,805,446
1698920344139.0,39,793,445
1698920344218.0,46,805,435
1698920344298.0,29,800,435
1698920344379.0,32,803,447
1698920344458.0,40,809,442
1698920344541.0,41,801,436
1698920344618.0,32,799,443
1698920344698.0,35,798,452
1698920344778.0,34,799,438
1698920344859.0,41,806,437
1698920344941.0,47,798,438
1698920345018.0,40,793,437
1698920345098.0,48,794,443
1698920345178.0,40,815,443
1698920345258.0,37,794,439
1698920345339.0,37,804,434
1698920345421.0,39,799,439
1698920345498.0,41,809,451
1698920345581.0,41,810,441
1698920345658.0,37,805,445
1698920345738.0,29,808,444
1698920345818.0,30,814,438
1698920345898.0,24,794,447
1698920345981.0,23,813,441
1698920346058.0,18,792,433
1698920346138.0,35,795,443
1698920346218.0,56,799,436
1698920346298.0,88,807,435
1698920346378.0,109,812,417
1698920346458.0,123,817,397
1698920346538.0,149,823,366
1698920346621.0,194,807,362
1698920346698.0,249,782,358
1698920346778.0,297,748,332
1698920346861.0,326,706,333
1698920346938.0,340,678,338
1698920347021.0,336,682,331
1698920347098.0,319,700,334
1698920347178.0,295,745,346
1698920347258.0,256,767,362
1698920347338.0,237,799,369
1698920347418.0,208,800,358
1698920347578.0,244,781,360
1698920347658.0,269,762,361
1698920347738.0,295,751,353
1698920347818.0,301,744,357
1698920347901.0,294,750,347
1698920347978.0,295,747,344
1698920348061.0,288,754,326
1698920348138.0,287,745,327
1698920348218.0,297,735,346
1698920348298.0,283,748,335
1698920348378.0,295,744,336
1698920348458.0,313,743,337
1698920348538.0,297,727,362
1698920348618.0,305,739,365
1698920348698.0,280,755,378
1698920348778.0,279,764,373
1698920348858.0,274,766,374
1698920348940.0,269,768,395
1698920349018.0,264,756,390
1698920349100.0,279,756,378
1698920349178.0,276,745,382
1698920349258.0,287,742,372
1698920349338.0,296,751,362
1698920349418.0,276,748,370
1698920349498.0,296,744,370
1698920349577.0,292,735,359
1698920349658.0,298,732,369
1698920349737.0,302,726,355
1698920349817.0,305,715,357
1698920349898.0,311,721,346
1698920349979.0,301,712,337
1698920350057.0,300,721,342
1698920350140.0,318,710,357
1698920350217.0,292,732,376
1698920350297.0,279,737,383
1698920350378.0,248,768,389
1698920350457.0,228,789,391
1698920350540.0,208,800,391
1698920350618.0,191,795,394
1698920350697.0,193,796,406
1698920350777.0,196,778,406
1698920350858.0,225,788,406
1698920350937.0,270,757,395
1698920351018.0,285,721,391
1698920351098.0,324,712,387
1698920351180.0,324,695,365
1698920351257.0,326,696,370
1698920351338.0,316,714,372
1698920351417.0,313,712,361
1698920351497.0,320,720,348
1698920351580.0,314,719,359
1698920351657.0,317,706,353
1698920351737.0,324,700,349
1698920351817.0,314,695,355
1698920351897.0,318,698,349
1698920351977.0,320,703,357
1698920352058.0,304,699,347
1698920352137.0,314,716,355
1698920352220.0,300,711,362
1698920352297.0,278,735,380
1698920352377.0,265,749,384
1698920352457.0,248,746,401
1698920352537.0,222,776,399
1698920352620.0,218,780,416
1698920352697.0,217,781,411
1698920352777.0,211,763,423
1698920352857.0,246,744,421
1698920352937.0,278,722,410
1698920353017.0,282,732,406
1698920353097.0,292,709,392
1698920353177.0,309,697,380
1698920353257.0,309,697,376
1698920353337.0,304,697,367
1698920353417.0,304,712,378
1698920353499.0,306,709,363
1698920353577.0,280,717,381
1698920353659.0,293,716,369
1698920353737.0,285,720,389
1698920353817.0,296,722,389
1698920353897.0,300,717,393
1698920353977.0,277,705,403
1698920354057.0,298,702,406
1698920354137.0,291,693,419
1698920354217.0,295,693,426
1698920354297.0,298,658,439
1698920354378.0,314,646,431
1698920354457.0,317,634,436
1698920354539.0,314,616,438
1698920354617.0,314,608,439
1698920354699.0,313,601,429
1698920354777.0,310,580,438
1698920354857.0,325,552,438
1698920354937.0,318,575,433
1698920355018.0,324,554,433
1698920355097.0,315,544,434
1698920355177.0,314,539,439
1698920355257.0,312,554,460
1698920355337.0,309,556,446
1698920355417.0,314,543,449
1698920355496.0,315,523,454
1698920355578.0,310,505,433
1698920355657.0,311,481,435
1698920355739.0,325,464,431
1698920355816.0,316,467,425
1698920355897.0,325,478,428
1698920355976.0,320,477,421
1698920356056.0,334,474,408
1698920356137.0,325,458,418
1698920356216.0,326,455,409
1698920356296.0,328,455,412
1698920356377.0,334,471,417
1698920356456.0,328,472,406
1698920356536.0,318,479,436
1698920356618.0,320,495,432
1698920356696.0,324,506,430
1698920356779.0,325,525,419
1698920356857.0,344,519,421
1698920356936.0,337,504,415
1698920357016.0,346,497,406
1698920357096.0,339,477,392
1698920357179.0,331,456,393
1698920357257.0,328,444,398
1698920357337.0,313,442,405
1698920357416.0,308,452,416
1698920357496.0,313,466,427
1698920357576.0,322,459,420
1698920357657.0,307,449,426
1698920357736.0,319,436,414
1698920357819.0,310,433,425
1698920357896.0,320,426,429
1698920357976.0,307,427,426
1698920358056.0,317,431,428
1698920358136.0,307,417,409
1698920358219.0,316,418,405
1698920358296.0,316,425,399
1698920358376.0,328,466,418
1698920358456.0,324,473,438
1698920358536.0,332,511,439
1698920358616.0,335,538,432
1698920358696.0,334,565,432
1698920358777.0,357,547,415
1698920358859.0,365,525,412
1698920358936.0,347,482,403
1698920359016.0,348,463,406
1698920359096.0,337,453,406
1698920359176.0,334,432,403
1698920359259.0,322,420,424
1698920359336.0,322,434,421
1698920359416.0,318,458,438
1698920359496.0,332,467,435
1698920359577.0,323,449,426
1698920359656.0,320,448,424
1698920359736.0,328,425,410
1698920359816.0,324,416,413
1698920359896.0,340,422,407
1698920359976.0,329,427,408
1698920360056.0,349,426,385
1698920360138.0,348,419,359
1698920360216.0,354,455,345
1698920360298.0,361,466,345
1698920360376.0,369,484,330
1698920360456.0,363,492,329
1698920360536.0,358,498,302
1698920360616.0,346,515,295
1698920360696.0,335,522,290
1698920360776.0,337,549,278
1698920360856.0,328,563,275
1698920360936.0,332,587,265
1698920361016.0,331,601,285
1698920361095.0,334,606,292
1698920361178.0,349,611,291
1698920361256.0,339,618,303
1698920361338.0,344,644,300
1698920361416.0,338,630,300
1698920361495.0,335,620,307
1698920361575.0,338,653,312
1698920361656.0,339,658,309
1698920361735.0,338,666,321
1698920361815.0,321,682,323
1698920361896.0,312,708,331
1698920361975.0,310,723,335
1698920362055.0,288,746,336
1698920362136.0,266,764,345
1698920362217.0,256,779,344
1698920362295.0,242,781,350
1698920362378.0,248,785,353
1698920362455.0,228,782,342
1698920362535.0,223,786,359
1698920362616.0,215,796,373
1698920362695.0,222,796,379
1698920362779.0,219,801,389
1698920362855.0,212,788,381
1698920362935.0,191,811,394
1698920363015.0,192,802,390
1698920363095.0,169,808,401
1698920363175.0,167,811,406
1698920363256.0,155,813,402
1698920363335.0,153,817,405
1698920363418.0,164,806,407
1698920363495.0,155,811,410
1698920363575.0,144,811,412
1698920363655.0,132,817,425
1698920363735.0,110,793,431
1698920363818.0,94,803,442
1698920363895.0,95,795,449
1698920363975.0,75,794,445
1698920364055.0,73,800,446
1698920364135.0,84,793,446
1698920364215.0,78,787,448
1698920364295.0,92,790,459
1698920364375.0,101,794,457
1698920364457.0,95,784,456
1698920364535.0,97,789,454
1698920364615.0,101,784,465
1698920364697.0,107,787,455
1698920364776.0,102,779,462
1698920364857.0,94,797,469
1698920364935.0,101,795,465
