ms,steps
1698418957827.0,1872
1698418958227.0,1873
1698418958707.0,1874
1698418959267.0,1875
1698418959748.0,1876
1698418960707.0,1877
1698418961429.0,1878
1698418961992.0,1879
1698418962806.0,1881
1698418963228.0,1882
1698418969908.0,1888
