isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance,msFromStart
False,0.0,0,0,3682,1698672521158.0
False,0.0,0,0,3682,1698672523141.0
False,0.0,0,0,3682,1698672523633.0
False,0.0,0,0,3682,1698672524127.0
False,0.0,0,0,3682,1698672525116.0
False,0.0,0,0,3682,1698672526109.0
False,0.0,0,0,3682,1698672527096.0
False,0.0,0,0,3682,1698672528087.0
False,0.0,0,0,3682,1698672529080.0
False,0.0,0,0,3682,1698672530068.0
False,0.0,0,0,3682,1698672531059.0
False,1.1640625,12,122,3702,1698672532545.0
False,1.1640625,12,122,3702,1698672534025.0
False,0.0,0,0,3702,1698672534528.0
False,0.44140625,0,119,3725,1698672535513.0
False,0.8046875,13,182,3736,1698672536503.0
False,0.859375,31,197,3745,1698672537496.0
False,0.859375,31,197,3745,1698672538490.0
False,0.0,0,0,3745,1698672539476.0
False,0.0,0,0,3745,1698672540466.0
False,0.0,0,0,3745,1698672541449.0
False,0.0,0,0,3745,1698672542941.0
