ms,hr,conf
1698672521366.0,0,61
1698672522268.0,0,66
1698672523103.0,0,48
1698672524039.0,0,43
1698672524941.0,0,27
1698672525810.0,0,45
1698672531155.0,0,55
1698672532026.0,50,0
1698672535598.0,50,22
1698672536506.0,50,20
