timestamp,accGGx,accGGy,accGGz
1698674682.059,0.333,0.791,0.57
1698674682.139,0.334,0.791,0.57
1698674682.219,0.295,0.802,0.595
1698674682.299,0.276,0.802,0.603
1698674682.378,0.307,0.795,0.581
1698674682.458,0.323,0.795,0.584
1698674682.539,0.336,0.793,0.587
1698674682.618,0.339,0.79,0.579
1698674682.698,0.337,0.784,0.574
1698674682.779,0.327,0.776,0.57
1698674682.858,0.33,0.789,0.575
1698674682.939,0.331,0.795,0.58
1698674683.019,0.331,0.797,0.584
1698674683.098,0.331,0.79,0.576
1698674683.178,0.337,0.782,0.57
1698674683.259,0.346,0.783,0.574
1698674683.338,0.352,0.781,0.571
1698674683.418,0.353,0.778,0.559
1698674683.499,0.35,0.776,0.557
1698674683.578,0.351,0.783,0.56
1698674683.658,0.354,0.787,0.558
1698674683.739,0.354,0.778,0.554
1698674683.818,0.357,0.772,0.559
1698674683.898,0.361,0.776,0.575
1698674683.978,0.356,0.784,0.583
1698674684.058,0.349,0.794,0.584
1698674684.138,0.367,0.812,0.602
1698674684.219,0.386,0.811,0.604
1698674684.298,0.359,0.774,0.576
1698674684.378,0.358,0.773,0.569
1698674684.458,0.333,0.794,0.558
1698674684.538,0.31,0.828,0.552
1698674684.618,0.328,0.856,0.54
1698674684.699,0.343,0.863,0.533
1698674684.778,0.335,0.851,0.547
1698674684.858,0.329,0.823,0.532
1698674684.938,0.335,0.805,0.516
1698674685.018,0.346,0.802,0.521
1698674685.098,0.361,0.796,0.514
1698674685.178,0.366,0.767,0.498
1698674685.258,0.37,0.752,0.493
1698674685.338,0.39,0.761,0.506
1698674685.418,0.406,0.77,0.523
1698674685.498,0.417,0.783,0.532
1698674685.578,0.442,0.77,0.521
1698674685.658,0.471,0.736,0.513
1698674685.738,0.459,0.729,0.483
1698674685.818,0.462,0.702,0.456
1698674685.898,0.548,0.718,0.492
1698674685.978,0.555,0.793,0.554
1698674686.058,0.453,0.859,0.603
1698674686.138,0.275,0.878,0.63
1698674686.218,0.178,0.921,0.626
1698674686.298,0.171,0.91,0.555
1698674686.378,0.139,0.836,0.431
1698674686.458,0.119,0.814,0.349
1698674686.538,0.19,0.876,0.375
1698674686.618,0.327,0.988,0.485
1698674686.698,0.42,0.952,0.545
1698674686.778,0.419,0.88,0.635
1698674686.858,0.389,0.871,0.612
1698674686.938,0.361,0.828,0.421
1698674687.018,0.315,0.907,0.421
1698674687.098,0.225,1.068,0.544
1698674687.178,0.155,0.946,0.526
1698674687.258,0.148,0.74,0.497
1698674687.338,0.107,0.829,0.557
1698674687.418,0.323,1.041,0.52
1698674687.498,0.501,0.885,0.431
1698674687.579,0.522,0.866,0.503
1698674687.658,0.493,1.026,0.649
1698674687.738,0.491,1.022,0.659
1698674687.818,0.203,1.049,0.619
1698674687.898,-0.148,1.045,0.572
1698674687.978,-0.214,0.898,0.522
1698674688.058,-0.002,0.764,0.446
1698674688.138,0.295,0.8,0.462
1698674688.217,0.628,0.877,0.603
1698674688.298,0.824,0.869,0.638
1698674688.377,0.674,0.905,0.593
1698674688.457,0.491,0.973,0.488
1698674688.538,0.409,1.044,0.519
1698674688.617,0.028,1.069,0.615
1698674688.697,-0.257,0.945,0.517
1698674688.778,-0.112,0.817,0.406
1698674688.857,0.106,0.787,0.344
1698674688.938,0.477,0.975,0.417
1698674689.018,0.636,0.898,0.468
1698674689.097,0.634,0.922,0.51
1698674689.178,0.553,1.078,0.578
1698674689.258,0.409,1.09,0.487
1698674689.338,0.138,1.035,0.457
1698674689.417,-0.043,0.965,0.42
1698674689.498,0.035,0.892,0.445
1698674689.577,0.197,0.807,0.462
1698674689.657,0.312,0.78,0.383
1698674689.738,0.463,0.793,0.416
1698674689.817,0.591,0.79,0.407
1698674689.897,0.566,0.923,0.485
1698674689.978,0.475,1.011,0.602
1698674690.057,0.35,0.989,0.555
1698674690.138,0.082,1.003,0.566
1698674690.217,-0.15,0.933,0.464
1698674690.297,-0.076,0.891,0.317
1698674690.377,0.198,0.9,0.292
1698674690.457,0.364,0.812,0.268
1698674690.538,0.72,0.712,0.435
1698674690.617,0.681,0.81,0.566
1698674690.697,0.544,0.957,0.6
1698674690.777,0.462,0.989,0.529
1698674690.857,0.366,1.011,0.572
1698674690.938,0.174,1.003,0.56
