timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698672659.754,False,0.0,0,0,3745
1698672660.743,False,0.0,0,0,3745
1698672662.231,False,0.0,0,0,3745
1698672663.223,False,0.0,0,0,3745
1698672664.211,False,0.0,0,0,3745
1698672665.205,False,0.0,0,0,3745
1698672666.193,False,0.0,0,0,3745
1698672667.182,False,0.0,0,0,3745
1698672668.17,False,0.44140625,0,210,3766
1698672669.166,False,0.859375,13,223,3776
1698672670.159,False,0.859375,13,223,3776
1698672671.138,False,0.0,0,0,3776
1698672672.137,False,0.5,0,131,3801
1698672673.126,False,0.88671875,14,183,3812
1698672674.119,False,0.94140625,31,183,3823
1698672676.099,False,0.94140625,31,183,3823
1698672676.1,False,0.0,0,0,3823
1698672677.084,False,0.0,0,0,3823
1698672678.073,False,0.0,0,0,3823
