timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698420253.965,False,0.0,0,0,2683
1698420254.949,False,0.0,0,0,2683
1698420255.945,False,0.0,0,0,2683
1698420256.927,False,0.0,0,0,2683
1698420257.922,False,0.0,0,0,2683
1698420258.912,False,0.0,0,0,2683
1698420259.901,False,0.0,0,0,2683
1698420260.893,False,0.0,0,0,2683
1698420261.882,False,0.5,14,146,2706
1698420262.874,False,0.9140625,28,157,2717
1698420263.862,False,1.02734375,42,169,2731
1698420265.348,False,1.08203125,55,168,2746
1698420265.843,False,1.13671875,56,162,2759
1698420266.827,False,1.1640625,56,144,2773
1698420267.824,False,1.1640625,55,128,2786
1698420268.812,False,1.19140625,55,125,2799
1698420269.802,False,1.19140625,55,125,2799
1698420270.791,False,1.21875,55,128,2813
1698420271.783,False,1.25,54,130,2827
1698420272.774,False,1.27734375,54,134,2842
1698420273.762,False,1.27734375,54,138,2857
1698420274.753,False,1.21875,55,141,2870
1698420275.744,False,1.25,51,144,2887
1698420277.227,False,1.25,51,144,2887
1698420277.722,False,1.21875,50,144,2902
1698420278.711,False,1.25,49,146,2915
1698420280.197,False,1.27734375,48,150,2930
1698420281.679,False,1.27734375,52,154,2945
1698420282.179,False,1.27734375,53,155,2959
1698420283.168,False,1.27734375,54,154,2973
1698420284.167,False,1.27734375,54,150,2987
1698420285.159,False,1.27734375,54,150,2987
1698420286.136,False,1.27734375,54,146,3001
1698420287.123,False,1.27734375,54,145,3015
1698420288.608,False,1.27734375,54,144,3029
1698420289.104,False,1.27734375,54,144,3044
1698420290.094,False,1.27734375,53,144,3059
1698420291.082,False,1.27734375,53,144,3059
1698420292.075,False,0.0,0,0,3059
1698420293.062,False,0.0,0,0,3059
