ts,hr,conf
1698414994562.0,0,20
1698414995395.0,0,41
1698414996228.0,0,18
1698414997062.0,0,30
1698414997895.0,0,53
1698414998738.0,0,5
1698414999628.0,0,63
1698415000461.0,0,31
1698415001299.0,0,32
1698415002161.0,0,49
1698415002994.0,0,22
