timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698924219.377,False,0,0,0,8988
1698924220.456,False,0,0,0,8988
1698924221.402,False,0,0,0,8988
1698924222.394,False,0,0,0,8988
1698924223.478,False,0,0,0,8988
1698924224.414,False,0,0,0,8988
1698924225.358,False,0,0,0,8988
1698924226.486,False,0,0,0,8988
1698924227.481,False,0,0,0,8988
1698924228.474,False,0,0,0,8988
1698924229.461,False,0,0,0,8988
1698924230.949,False,0,0,0,8988
1698924231.441,False,0,0,0,8988
1698924232.426,False,0,0,0,8988
1698924233.427,False,0,0,0,8988
1698924234.415,False,0,0,0,8988
1698924235.401,False,0,0,0,8988
1698924236.883,False,0,0,0,8988
1698924237.378,False,0,0,0,8988
1698924238.368,False,0,0,0,8988
1698924240.356,False,0,0,0,8988
1698924240.837,False,0,0,0,8988
1698924241.831,False,0,0,0,8988
