timestamp,accGx,accGy,accGz
1698923562.029,0.0206298828125,-0.9951171875,-0.2120361328125
1698923562.06025,0.0169677734375,-0.9925537109375,-0.2100830078125
1698923562.0915,0.0155029296875,-0.9976806640625,-0.208984375
1698923562.12275,0.0130615234375,-0.997802734375,-0.2119140625
1698923562.154,0.011474609375,-0.9910888671875,-0.21435546875
1698923562.18525,0.0118408203125,-0.9937744140625,-0.20947265625
1698923562.2165,0.0096435546875,-0.998779296875,-0.2073974609375
1698923562.24775,0.0081787109375,-0.99609375,-0.21337890625
1698923562.279,0.0125732421875,-0.9959716796875,-0.212158203125
1698923562.31025,0.0164794921875,-0.9947509765625,-0.2066650390625
1698923562.3415,0.0137939453125,-0.9869384765625,-0.20751953125
1698923562.37275,0.0101318359375,-0.9857177734375,-0.2073974609375
1698923562.404,0.0081787109375,-0.989013671875,-0.2060546875
1698923562.43525,0.0087890625,-0.9884033203125,-0.2049560546875
1698923562.4665,0.01025390625,-0.98779296875,-0.2025146484375
1698923562.49775,0.0115966796875,-0.9901123046875,-0.2017822265625
1698923562.529,0.011474609375,-0.99169921875,-0.201416015625
1698923562.56025,0.0098876953125,-0.989501953125,-0.1998291015625
1698923562.5915,0.0120849609375,-0.993408203125,-0.201171875
1698923562.62275,0.0162353515625,-0.9981689453125,-0.203857421875
1698923562.654,0.018310546875,-0.99560546875,-0.2052001953125
1698923562.68525,0.01904296875,-0.9918212890625,-0.2047119140625
1698923562.7165,0.018798828125,-0.9971923828125,-0.2020263671875
1698923562.74775,0.015869140625,-0.99755859375,-0.200927734375
1698923562.779,0.0125732421875,-0.9921875,-0.2017822265625
1698923562.81025,0.010986328125,-0.99169921875,-0.20166015625
1698923562.8415,0.01025390625,-0.991943359375,-0.2030029296875
1698923562.87275,0.0101318359375,-0.99169921875,-0.20654296875
1698923562.904,0.01123046875,-0.9896240234375,-0.2095947265625
1698923562.93525,0.0113525390625,-0.9906005859375,-0.216796875
1698923562.9665,0.011962890625,-0.9940185546875,-0.22265625
1698923562.99775,0.0142822265625,-0.9967041015625,-0.2197265625
1698923563.029,0.016357421875,-0.9954833984375,-0.216796875
1698923563.06025,0.0166015625,-0.9920654296875,-0.2183837890625
1698923563.0915,0.0186767578125,-0.9898681640625,-0.217041015625
1698923563.12275,0.0213623046875,-0.98974609375,-0.2110595703125
1698923563.154,0.0196533203125,-0.9881591796875,-0.2083740234375
1698923563.18525,0.014404296875,-0.9871826171875,-0.2091064453125
1698923563.2165,0.009521484375,-0.99072265625,-0.2100830078125
1698923563.24775,0.010009765625,-0.9942626953125,-0.2105712890625
1698923563.279,0.0120849609375,-0.99853515625,-0.210205078125
1698923563.31025,0.0111083984375,-1.0020751953125,-0.214111328125
1698923563.3415,0.0096435546875,-1.00146484375,-0.2213134765625
1698923563.37275,0.010009765625,-0.9981689453125,-0.225341796875
1698923563.404,0.01220703125,-0.994873046875,-0.21923828125
