timestamp,ppg
1698923562.0004637,20897.0
1698923562.020909,20899.0
1698923562.0413544,20895.0
1698923562.0618,20888.0
1698923562.0822453,20896.0
1698923562.102691,20900.0
1698923562.1231365,20893.0
1698923562.1435819,20891.0
1698923562.1640272,20900.0
1698923562.1844728,20895.0
1698923562.2049181,20896.0
1698923562.2253635,20901.0
1698923562.245809,20893.0
1698923562.2662547,20899.0
1698923562.2867,20898.0
1698923562.3071456,20894.0
1698923562.3275907,20894.0
1698923562.3480363,20897.0
1698923562.3684819,20890.0
1698923562.3889272,20901.0
1698923562.4093728,20900.0
1698923562.4298182,20910.0
1698923562.4502637,20904.0
1698923562.470709,20907.0
1698923562.4911542,20900.0
1698923562.5116,20909.0
1698923562.5320454,20899.0
1698923562.552491,20906.0
1698923562.5729363,20903.0
1698923562.593382,20903.0
1698923562.6138275,20907.0
1698923562.6342728,20901.0
1698923562.6547184,20898.0
1698923562.6751635,20902.0
1698923562.695609,20899.0
1698923562.7160544,20897.0
1698923562.7365,20899.0
1698923562.7569456,20905.0
1698923562.777391,20908.0
1698923562.7978365,20897.0
1698923562.8182814,20899.0
1698923562.8387272,20899.0
1698923562.8591726,20898.0
1698923562.8796182,20894.0
1698923562.9000638,20896.0
1698923562.920509,20885.0
1698923562.9409547,20890.0
1698923562.9613998,20886.0
1698923562.9818456,20883.0
1698923563.002291,20877.0
1698923563.0227363,20883.0
1698923563.043182,20875.0
1698923563.0636272,20882.0
1698923563.0840728,20884.0
1698923563.1045182,20881.0
1698923563.1249635,20883.0
1698923563.145409,20871.0
1698923563.1658545,20873.0
1698923563.1863,20875.0
1698923563.2067454,20876.0
1698923563.227191,20874.0
1698923563.2476366,20875.0
1698923563.268082,20874.0
1698923563.288527,20871.0
1698923563.3089728,20868.0
1698923563.3294182,20862.0
1698923563.3498635,20872.0
1698923563.370309,20872.0
1698923563.3907547,20873.0
1698923563.4112,20876.0
1698923563.4316454,20871.0
1698923563.4520907,20882.0
1698923563.4725363,20881.0
1698923563.492982,20891.0
1698923563.5134273,20906.0
1698923563.5338728,20931.0
1698923563.5543182,20956.0
1698923563.5747638,20991.0
1698923563.595209,21019.0
1698923563.6156542,21040.0
1698923563.6361,21062.0
1698923563.6565454,21083.0
1698923563.676991,21089.0
1698923563.6974363,21093.0
1698923563.717882,21107.0
1698923563.7383275,21122.0
1698923563.7587726,21132.0
1698923563.7792184,21122.0
1698923563.7996635,21126.0
1698923563.8201091,21127.0
1698923563.8405545,21119.0
1698923563.8814456,21121.0
1698923563.9018908,21117.0
1698923563.9223363,21116.0
1698923563.9427814,21111.0
1698923563.9632273,21118.0
1698923563.9836726,21118.0
1698923564.0041182,21117.0
1698923564.0245638,21124.0
1698923564.0450091,21122.0
1698923564.0654545,21125.0
1698923564.0858998,21117.0
1698923564.1063457,21121.0
1698923564.126791,21119.0
1698923564.1472363,21119.0
1698923564.167682,21108.0
1698923564.1881273,21101.0
1698923564.2085729,21100.0
1698923564.229018,21102.0
1698923564.2494636,21095.0
1698923564.2699091,21086.0
1698923564.2903545,21093.0
1698923564.3108,21083.0
1698923564.3312454,21079.0
1698923564.351691,21080.0
1698923564.3721366,21076.0
1698923564.3925817,21082.0
1698923564.413027,21082.0
1698923564.4334729,21086.0
1698923564.4539182,21093.0
1698923564.4743636,21102.0
1698923564.4948092,21110.0
1698923564.5152547,21121.0
1698923564.5356998,21139.0
1698923564.5561454,21153.0
1698923564.5765908,21152.0
1698923564.5970364,21171.0
1698923564.617482,21178.0
1698923564.6379273,21184.0
1698923564.6583729,21196.0
1698923564.6788182,21202.0
1698923564.6992636,21216.0
1698923564.719709,21223.0
1698923564.7401543,21237.0
1698923564.7606,21251.0
1698923564.7810454,21250.0
1698923564.801491,21253.0
1698923564.8219364,21253.0
1698923564.842382,21253.0
1698923564.8628273,21257.0
1698923564.8832726,21256.0
1698923564.9037185,21248.0
1698923564.9241636,21255.0
1698923564.9446092,21254.0
1698923564.9650545,21259.0
1698923564.9855,21257.0
1698923565.0059454,21260.0
1698923565.0263908,21268.0
