timestamp,steps
1698418957.827,1872
1698418958.227,1873
1698418958.707,1874
1698418959.267,1875
1698418959.748,1876
1698418960.707,1877
1698418961.429,1878
1698418961.992,1879
1698418962.806,1881
1698418963.228,1882
1698418969.908,1888
