ts,hr,conf
1698674840266.0,63,95
1698674842031.0,66,94
1698674842999.0,66,77
1698674843798.0,66,69
1698674844699.0,66,61
1698674845543.0,66,59
1698674846366.0,68,98
1698674848401.0,68,98
1698674849902.0,68,70
1698674851317.0,68,0
1698674852580.0,68,9
