timestamp,magnRawx,magnRawy,magnRawz
1698672747.053,-234,106,365
1698672747.135,-223,91,346
1698672747.213,-223,92,357
1698672747.292,-218,82,360
1698672747.372,-223,92,358
1698672747.453,-230,88,351
1698672747.535,-230,88,360
1698672747.612,-216,84,350
1698672747.693,-221,85,348
1698672747.773,-223,98,364
1698672747.852,-210,86,351
1698672747.935,-202,104,351
1698672748.012,-204,89,345
1698672748.092,-207,91,349
1698672748.173,-197,99,340
1698672748.252,-214,95,351
1698672748.332,-208,88,340
1698672748.413,-198,98,354
1698672748.492,-200,84,350
1698672748.572,-215,88,335
1698672748.653,-206,83,352
1698672748.732,-198,90,343
1698672748.812,-213,89,339
1698672748.892,-201,85,355
1698672748.972,-212,84,347
1698672749.052,-199,90,351
1698672749.132,-213,104,350
1698672749.213,-205,83,349
1698672749.292,-212,78,349
1698672749.375,-200,88,346
1698672749.452,-201,90,344
1698672749.532,-211,89,349
1698672749.612,-202,83,352
1698672749.692,-202,82,347
1698672749.775,-213,84,349
1698672749.852,-215,82,352
1698672749.932,-206,77,354
1698672750.012,-204,95,353
1698672750.092,-200,93,345
1698672750.175,-211,93,349
1698672750.252,-209,93,341
1698672750.332,-204,95,348
1698672750.412,-204,95,346
1698672750.492,-204,103,340
1698672750.575,-195,113,342
1698672750.652,-194,97,351
1698672750.732,-195,109,337
1698672750.812,-190,114,351
1698672750.892,-191,105,348
1698672750.972,-183,120,332
1698672751.052,-152,114,333
1698672751.132,-139,121,328
1698672751.212,-147,140,328
1698672751.292,-151,129,330
1698672751.372,-153,137,337
1698672751.453,-166,125,338
1698672751.532,-165,135,335
1698672751.614,-175,130,342
1698672751.692,-180,146,347
1698672751.772,-187,142,350
1698672751.854,-191,136,342
1698672751.932,-177,135,344
1698672752.014,-172,125,340
1698672752.092,-168,132,338
1698672752.172,-186,127,343
1698672752.252,-179,135,340
1698672752.332,-185,146,349
1698672752.414,-178,159,351
1698672752.492,-183,152,344
1698672752.572,-202,149,345
