timestamp,ppg
1698672747.0061083,15018.0
1698672747.0265179,15062.0
1698672747.0469272,15059.0
1698672747.0673368,15067.0
1698672747.0877461,15068.0
1698672747.1081557,15072.0
1698672747.128565,15072.0
1698672747.1489747,15087.0
1698672747.169384,15092.0
1698672747.1897936,15053.0
1698672747.2102032,15093.0
1698672747.2306123,15097.0
1698672747.2510219,15104.0
1698672747.2714314,15106.0
1698672747.2918408,15063.0
1698672747.3122504,15110.0
1698672747.33266,15110.0
1698672747.353069,15111.0
1698672747.3734787,15113.0
1698672747.3938882,15107.0
1698672747.4142976,15109.0
1698672747.4347072,15107.0
1698672747.4551167,15065.0
1698672747.4755259,15100.0
1698672747.4959354,15097.0
1698672747.516345,15097.0
1698672747.5367546,15050.0
1698672747.557164,15091.0
1698672747.5775735,15090.0
1698672747.597983,15092.0
1698672747.6183922,15096.0
1698672747.638802,15101.0
1698672747.6592114,15116.0
1698672747.6796207,15122.0
1698672747.7000306,15121.0
1698672747.7204397,15120.0
1698672747.740849,15121.0
1698672747.7612588,15125.0
1698672747.7816682,15128.0
1698672747.8020775,15131.0
1698672747.822487,15091.0
1698672747.8428965,15141.0
1698672747.863306,15140.0
1698672747.8837156,15098.0
1698672747.904125,15149.0
1698672747.9245343,15150.0
1698672747.944944,15154.0
1698672747.9653535,15151.0
1698672747.9857628,15103.0
1698672748.0061724,15151.0
1698672748.0265818,15157.0
1698672748.046991,15106.0
1698672748.067401,15150.0
1698672748.0878103,15106.0
1698672748.1082194,15151.0
1698672748.1286292,15147.0
1698672748.1490386,15146.0
1698672748.169448,15145.0
1698672748.1898577,15142.0
1698672748.210267,15097.0
1698672748.2306764,15138.0
1698672748.251086,15136.0
1698672748.2714953,15132.0
1698672748.291905,15128.0
1698672748.3123145,15122.0
1698672748.332724,15123.0
1698672748.3531332,15117.0
1698672748.3735428,15120.0
1698672748.3939524,15121.0
1698672748.4143617,15121.0
1698672748.4347713,15122.0
1698672748.455181,15078.0
1698672748.47559,15122.0
1698672748.4959996,15121.0
1698672748.5164092,15117.0
1698672748.5368185,15118.0
1698672748.557228,15113.0
1698672748.5776377,15117.0
1698672748.5980468,15119.0
1698672748.6184564,15121.0
1698672748.638866,15120.0
1698672748.6592753,15118.0
1698672748.6796849,15117.0
1698672748.7000942,15110.0
1698672748.7205038,15104.0
1698672748.7409132,15059.0
1698672748.7613227,15102.0
1698672748.781732,15091.0
1698672748.8021417,15090.0
1698672748.822551,15088.0
1698672748.8429606,15086.0
1698672748.8633702,15080.0
1698672748.8837795,15070.0
1698672748.9041889,15065.0
1698672748.9245985,15012.0
1698672748.945008,15050.0
1698672748.9654174,15036.0
1698672748.985827,15027.0
1698672749.0062363,15022.0
1698672749.0266457,15023.0
1698672749.0470555,15012.0
1698672749.0674648,14965.0
1698672749.0878744,15010.0
1698672749.1082838,15004.0
1698672749.128693,15010.0
1698672749.1491022,15016.0
1698672749.1695123,15007.0
1698672749.1899216,15015.0
1698672749.210331,15018.0
1698672749.2307405,15015.0
1698672749.25115,15019.0
1698672749.2715595,14972.0
1698672749.291969,15014.0
1698672749.3123784,15017.0
1698672749.3327878,14976.0
1698672749.3531973,15014.0
1698672749.373607,15011.0
1698672749.3940163,15012.0
1698672749.4144258,15010.0
1698672749.4348352,15008.0
1698672749.4552445,15008.0
1698672749.4756541,15004.0
1698672749.4960637,15004.0
1698672749.516473,14995.0
1698672749.5368826,14998.0
1698672749.557292,14994.0
1698672749.5777013,14996.0
1698672749.5981112,14994.0
1698672749.6185205,15006.0
1698672749.6389298,15010.0
1698672749.6593394,15013.0
1698672749.6797488,15012.0
1698672749.7001584,15013.0
1698672749.7205682,15004.0
1698672749.7409773,14998.0
1698672749.7613866,14991.0
1698672749.781796,14994.0
1698672749.8022056,14943.0
1698672749.8226151,14989.0
1698672749.843025,14991.0
1698672749.863434,14990.0
1698672749.8838434,14982.0
1698672749.904253,14976.0
1698672749.9246626,14967.0
1698672749.945072,14958.0
1698672749.9654815,14917.0
1698672749.9858909,14963.0
1698672750.0063002,14926.0
1698672750.02671,14969.0
1698672750.0471194,14930.0
1698672750.0675287,14983.0
1698672750.0879383,14984.0
1698672750.1083477,14978.0
1698672750.128757,14981.0
1698672750.1491668,14977.0
1698672750.1695762,14975.0
1698672750.1899855,14980.0
1698672750.210395,14978.0
1698672750.2308044,14976.0
1698672750.251214,14974.0
1698672750.2716236,14969.0
1698672750.292033,14973.0
1698672750.3124423,14973.0
1698672750.332852,14968.0
1698672750.3532617,14967.0
1698672750.3736708,14966.0
1698672750.3940804,14928.0
1698672750.4144895,14967.0
1698672750.434899,14964.0
1698672750.4553087,14966.0
1698672750.4757185,14969.0
1698672750.4961276,14969.0
1698672750.5165372,14968.0
1698672750.5369463,14961.0
1698672750.5573559,14965.0
1698672750.5777657,14926.0
1698672750.598175,14967.0
1698672750.6185844,14926.0
1698672750.638994,14968.0
1698672750.6594033,14976.0
1698672750.679813,14970.0
1698672750.7002225,14976.0
1698672750.7206318,14972.0
1698672750.7410412,14977.0
1698672750.7614508,14983.0
1698672750.78186,14975.0
1698672750.8022697,14982.0
1698672750.8226793,14977.0
1698672750.8430886,14965.0
1698672750.863498,14966.0
1698672750.8839078,14967.0
1698672750.9043171,14970.0
1698672750.9247265,14968.0
1698672750.945136,14967.0
1698672750.9655454,14964.0
1698672750.9859548,14965.0
1698672751.0063646,14968.0
1698672751.026774,14974.0
1698672751.047183,14976.0
1698672751.0675929,14972.0
1698672751.0880022,14974.0
1698672751.1084116,14970.0
1698672751.1288214,14973.0
1698672751.1492307,14974.0
1698672751.1696398,14930.0
1698672751.1900496,14974.0
1698672751.210459,14977.0
1698672751.2308688,14978.0
1698672751.2512782,14975.0
1698672751.2716875,14975.0
1698672751.2920969,14934.0
1698672751.3125064,14976.0
1698672751.332916,14977.0
1698672751.3533254,14980.0
1698672751.373735,14977.0
1698672751.3941443,14982.0
1698672751.4145536,14982.0
1698672751.4349635,14936.0
1698672751.4553728,14982.0
1698672751.4757822,14984.0
1698672751.4961917,14984.0
1698672751.516601,14986.0
1698672751.5370104,14982.0
1698672751.5574203,14988.0
1698672751.5778296,14990.0
1698672751.598239,14987.0
1698672751.6186485,14984.0
1698672751.639058,14942.0
1698672751.6594675,14984.0
1698672751.679877,14976.0
1698672751.7002864,14987.0
1698672751.7206957,14981.0
1698672751.7411053,14976.0
1698672751.761515,14978.0
1698672751.7819242,14978.0
1698672751.8023336,14976.0
1698672751.8227432,14981.0
1698672751.8431525,14934.0
1698672751.863562,14977.0
1698672751.8839717,14976.0
1698672751.904381,14934.0
1698672751.9247904,14976.0
1698672751.9452,14974.0
1698672751.9656093,14973.0
1698672751.9860191,14979.0
1698672752.0064285,14977.0
1698672752.0268378,14979.0
1698672752.0472474,14979.0
1698672752.0676568,14934.0
1698672752.0880663,14976.0
1698672752.108476,14983.0
1698672752.1288853,14983.0
1698672752.1492949,14977.0
1698672752.1697042,14980.0
1698672752.1901135,14977.0
1698672752.2105231,14930.0
1698672752.2309327,14976.0
1698672752.251342,14975.0
1698672752.2717516,14980.0
1698672752.292161,14976.0
1698672752.3125706,14942.0
1698672752.33298,14983.0
1698672752.3533895,14978.0
1698672752.3737988,14984.0
1698672752.3942084,14990.0
1698672752.414618,14949.0
1698672752.4350271,14989.0
1698672752.4554367,14982.0
1698672752.4758463,14983.0
1698672752.4962556,14976.0
1698672752.516665,14975.0
1698672752.5370748,14980.0
1698672752.557484,14976.0
1698672752.5778935,14979.0
1698672752.598303,14985.0
1698672752.6187124,14988.0
1698672752.639122,14991.0
1698672752.6595316,14953.0
1698672752.679941,15001.0
1698672752.7003503,14959.0
1698672752.7207599,15001.0
1698672752.7411695,14996.0
1698672752.7615788,15004.0
1698672752.7819884,15001.0
1698672752.8023977,15003.0
1698672752.822807,15006.0
1698672752.8432167,15006.0
1698672752.8636262,15014.0
1698672752.8840356,15010.0
1698672752.9044452,15008.0
1698672752.9248545,14969.0
1698672752.9452639,15011.0
1698672752.9656737,15013.0
1698672752.986083,15012.0
1698672753.0064924,15012.0
1698672753.0269022,15009.0
1698672753.0473113,15009.0
1698672753.067721,15008.0
1698672753.0881305,14997.0
1698672753.1085398,14986.0
1698672753.1289492,14989.0
1698672753.1493587,14992.0
1698672753.169768,14993.0
1698672753.1901774,14994.0
1698672753.2105873,14990.0
1698672753.2309966,14988.0
1698672753.251406,14988.0
1698672753.2718155,14981.0
1698672753.2922251,14981.0
1698672753.3126345,14976.0
1698672753.333044,14975.0
1698672753.3534534,14970.0
1698672753.3738627,14969.0
1698672753.3942726,14958.0
1698672753.414682,14959.0
1698672753.4350913,14956.0
1698672753.4555008,14961.0
1698672753.4759102,14949.0
1698672753.4963195,14945.0
1698672753.5167294,14942.0
1698672753.537139,14935.0
1698672753.557548,14951.0
1698672753.5779576,14949.0
1698672753.598367,14940.0
1698672753.6187766,14938.0
1698672753.6391861,14929.0
1698672753.6595957,14939.0
1698672753.6800048,14936.0
1698672753.7004144,14931.0
1698672753.720824,14937.0
1698672753.7412333,14933.0
1698672753.761643,14933.0
1698672753.7820523,14929.0
1698672753.8024616,14933.0
1698672753.8228712,14920.0
1698672753.8432808,14921.0
1698672753.8636901,14921.0
1698672753.8840997,14916.0
1698672753.904509,14908.0
1698672753.9249184,14864.0
1698672753.945328,14905.0
1698672753.9657376,14899.0
1698672753.986147,14900.0
1698672754.0065565,14894.0
1698672754.0269659,14885.0
1698672754.0473754,14888.0
1698672754.067785,14883.0
1698672754.0881944,14883.0
1698672754.1086037,14876.0
1698672754.1290133,14838.0
1698672754.1494226,14873.0
1698672754.1698325,14878.0
1698672754.1902418,14878.0
1698672754.2106512,14834.0
1698672754.2310603,14877.0
1698672754.25147,14873.0
1698672754.2718797,14875.0
1698672754.292289,14873.0
1698672754.3126986,14871.0
1698672754.333108,14829.0
1698672754.353517,14870.0
1698672754.373927,14871.0
1698672754.3943365,14871.0
1698672754.4147458,14871.0
1698672754.4351554,14866.0
1698672754.4555647,14877.0
1698672754.475974,14862.0
1698672754.496384,14862.0
1698672754.5167933,14858.0
1698672754.5372026,14812.0
1698672754.557612,14853.0
1698672754.5780215,14850.0
1698672754.598431,14844.0
1698672754.6188407,14838.0
1698672754.63925,14835.0
1698672754.6596594,14789.0
1698672754.6800687,14826.0
1698672754.7004786,14824.0
1698672754.720888,14820.0
1698672754.7412972,14815.0
1698672754.7617068,14815.0
1698672754.7821162,14813.0
1698672754.802526,14803.0
1698672754.8229353,14805.0
1698672754.8433447,14803.0
1698672754.863754,14806.0
1698672754.8841636,14800.0
1698672754.904573,14803.0
1698672754.924983,14800.0
1698672754.9453921,14796.0
1698672754.9658015,14799.0
1698672754.9862108,14798.0
1698672755.0066204,14792.0
1698672755.02703,14795.0
1698672755.0474398,14791.0
1698672755.067849,14793.0
1698672755.0882583,14742.0
1698672755.1086674,14784.0
1698672755.1290774,14788.0
1698672755.1494868,14780.0
1698672755.1698961,14774.0
1698672755.1903057,14767.0
1698672755.210715,14762.0
1698672755.2311244,14755.0
1698672755.2515342,14751.0
1698672755.2719436,14744.0
1698672755.292353,14737.0
1698672755.3127625,14735.0
1698672755.333172,14729.0
