timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698672747.373,False,0.0,0,0,3823
1698672748.361,False,0.0,0,0,3823
1698672749.845,False,0.0,0,0,3823
1698672750.341,False,0.0,0,0,3823
1698672751.334,False,0.0,0,0,3823
1698672752.322,False,0.0,0,0,3823
1698672753.316,False,0.0,0,0,3823
1698672754.8,False,0.0,0,0,3823
1698672755.293,False,0.0,0,0,3823
1698672756.282,False,0.0,0,0,3823
1698672757.272,False,0.4140625,0,183,3845
1698672758.262,False,0.4140625,0,183,3845
1698672759.252,False,0.0,0,0,3845
1698672760.25,False,0.44140625,0,183,3862
1698672761.238,False,0.44140625,0,183,3862
1698672762.229,False,0.0,0,0,3862
1698672763.221,False,0.0,0,0,3862
1698672764.211,False,0.0,0,0,3862
1698672765.197,False,0.0,0,0,3862
1698672766.193,False,0.0,0,0,3862
1698672767.177,False,0.0,0,0,3862
1698672768.16,False,0.0,0,0,3862
1698672769.151,False,0.0,0,0,3862
1698672770.144,False,0.0,0,0,3862
1698672771.136,False,0.0,0,0,3862
1698672772.619,False,0.0,0,0,3862
1698672773.61,False,0.0,0,0,3862
