ts,alpha,beta,gamma,heading,acc
1698415427174.0,357.8669176082385,38.52655451111968,5.984980755518536,120.66160583496094,43.25869369506836
1698415427191.0,357.661088296256,38.35694957168586,6.013366985600215,120.66160583496094,43.25869369506836
1698415427206.0,357.5258435779759,38.258831343540386,6.083484218614689,120.66160583496094,43.25869369506836
1698415427224.0,357.1748182458847,38.11908428447082,6.31453917279645,120.66160583496094,43.25869369506836
1698415427241.0,356.796477345228,38.04295926486863,6.346893114521505,120.66160583496094,43.25869369506836
1698415427257.0,356.8282860036577,39.24666015807734,5.779443413790792,121.66365814208984,38.55427932739258
1698415427274.0,356.6308664882179,38.8318680663079,5.561897315296418,121.66365814208984,38.55427932739258
1698415427291.0,356.5150929507423,38.313661751558854,5.016149373484129,121.66365814208984,38.55427932739258
1698415427307.0,356.30619412248353,37.91848716911291,4.934988319749464,121.66365814208984,38.55427932739258
1698415427324.0,356.179102814497,37.600143541911756,4.943009411265195,122.68597412109375,38.171878814697266
1698415427341.0,356.31157489754065,37.446683540213996,4.768025278107826,122.68597412109375,38.171878814697266
1698415427357.0,356.4996083893324,37.47951458532781,4.472094016401172,122.68597412109375,38.171878814697266
1698415427374.0,356.61546897196143,37.491088604222725,4.1529509077629285,122.68597412109375,38.171878814697266
1698415427392.0,356.6683591509791,37.34396720341411,3.851455923903022,122.68597412109375,38.171878814697266
1698415427408.0,356.68068124328295,37.12999733141798,3.708343107869132,122.68597412109375,38.171878814697266
1698415427425.0,356.65422691347857,36.87795371610953,3.6226319890235192,122.68597412109375,38.171878814697266
1698415427441.0,356.652214847613,36.619018089254155,3.500420328599115,122.68597412109375,38.171878814697266
1698415427460.0,356.6808870551455,36.492284909514396,3.4168298371857984,122.68597412109375,38.171878814697266
1698415427474.0,356.7379993041599,36.34650525677253,3.368855103487082,122.68597412109375,38.171878814697266
1698415427491.0,356.96057916719184,36.42837524525036,3.1152467059007627,122.68597412109375,38.171878814697266
1698415427508.0,357.0116191167472,36.14518347839433,3.0469504499006828,122.68597412109375,38.171878814697266
1698415427525.0,357.04747087370015,35.8581206582842,2.9556626630341905,122.68597412109375,38.171878814697266
1698415427541.0,357.10089789689704,35.525404019553136,2.8194683141852623,122.68597412109375,38.171878814697266
1698415427558.0,357.17164353848864,35.29199602075053,2.728797713261786,122.68597412109375,38.171878814697266
1698415427594.0,357.3475711992,34.52827514316257,2.5867976260225927,122.68597412109375,38.171878814697266
1698415427608.0,357.3047488010327,34.113827998133004,2.628437018711284,122.68597412109375,38.171878814697266
1698415427624.0,357.2168983308744,33.72735688744383,2.71767179671975,122.68597412109375,38.171878814697266
1698415427640.0,357.16026773338956,33.245810852845935,2.666214081800468,122.68597412109375,38.171878814697266
1698415427657.0,357.1723344785342,32.822057490484184,2.5056585051145093,122.68597412109375,38.171878814697266
1698415427675.0,357.2339210844413,32.33560813353926,2.314983491066865,122.68597412109375,38.171878814697266
1698415427702.0,357.33401871237226,31.71149244562617,2.0981075328446623,122.68597412109375,38.171878814697266
1698415427707.0,357.4141305138437,31.323666737107928,2.0237660036365264,122.68597412109375,38.171878814697266
1698415427724.0,357.5125287245172,30.970838119300787,1.9216612235207176,122.68597412109375,38.171878814697266
1698415427740.0,357.6086481046871,30.56520717250673,1.663378191012693,122.68597412109375,38.171878814697266
1698415427757.0,357.657815992143,30.266754526797037,1.4343610703931862,122.68597412109375,38.171878814697266
1698415427774.0,357.68868253772547,29.911906599215605,1.2392822498653913,122.68597412109375,38.171878814697266
1698415427791.0,357.72873724358,29.317831848235418,1.1310293303274808,122.68597412109375,38.171878814697266
1698415427808.0,357.7692114405154,28.785338845154925,1.1322513779585242,122.68597412109375,38.171878814697266
1698415427824.0,357.80555839461465,28.216851843029918,1.1653915086791047,122.68597412109375,38.171878814697266
1698415427841.0,357.8400499532477,27.514402784448404,1.1933205225761057,122.68597412109375,38.171878814697266
1698415427858.0,357.8417056084049,27.03146880109185,1.1516552585724646,122.68597412109375,38.171878814697266
1698415427874.0,357.82513866097327,26.53277109967189,1.0300727443731221,122.68597412109375,38.171878814697266
1698415427890.0,357.76065281426975,25.787971930891654,0.7874083449445767,122.68597412109375,38.171878814697266
1698415427908.0,357.693061505174,25.210422675618368,0.6568712751833693,122.68597412109375,38.171878814697266
1698415427924.0,357.665056293638,24.701386243829326,0.6171884728063765,122.68597412109375,38.171878814697266
1698415427941.0,357.7397147981234,24.18103073338462,0.7423459600809932,122.68597412109375,38.171878814697266
1698415427958.0,357.8835072181223,23.829218729536677,0.908700503696817,122.68597412109375,38.171878814697266
1698415427975.0,358.066234076913,23.426267747917557,1.0140004036495716,122.68597412109375,38.171878814697266
1698415427991.0,358.3626985231313,22.74484256057148,0.8581160916043661,122.68597412109375,38.171878814697266
1698415428007.0,358.5978627898541,22.224160637128577,0.5659869033524788,122.68597412109375,38.171878814697266
1698415428024.0,358.7841209760731,21.80912895240024,0.35923936294652586,122.68597412109375,38.171878814697266
1698415428041.0,358.9096501081722,21.437331356535672,0.3336375988239024,122.68597412109375,38.171878814697266
1698415428058.0,358.96329925093715,21.307921381641542,0.4919069648537903,121.59603118896484,38.112125396728516
1698415428074.0,359.02694055236316,21.23598873136649,0.6476042762070592,121.59603118896484,38.112125396728516
1698415428091.0,359.1013351814483,20.976282844340453,0.6196422813394221,121.59603118896484,38.112125396728516
1698415428110.0,359.11204572405103,20.636067073448906,0.3848488860352015,121.59603118896484,38.112125396728516
1698415428125.0,359.060507833356,20.30230797535621,0.17706454109546518,121.59603118896484,38.112125396728516
1698415428141.0,358.9691788397491,20.00915338150642,0.2204114545904838,121.59603118896484,38.112125396728516
1698415428158.0,358.9610217682565,19.921270307112273,0.4321465986776118,121.59603118896484,38.112125396728516
1698415428175.0,358.923299676426,19.87548448076487,0.7850332431892604,121.59603118896484,38.112125396728516
1698415428191.0,358.79492502500426,19.74812475490428,1.0717000549761155,121.59603118896484,38.112125396728516
1698415428208.0,358.6826395156119,19.53256367005515,1.2178103194540717,121.59603118896484,38.112125396728516
1698415428224.0,358.5937488424383,19.170895881078973,1.0951242416151266,121.59603118896484,38.112125396728516
1698415428241.0,358.53132685931644,18.83448603779985,0.8859378425990955,121.59603118896484,38.112125396728516
1698415428258.0,358.5071523338411,18.46776119463345,0.6365246548358886,121.59603118896484,38.112125396728516
1698415428275.0,358.46430781783783,17.921508605283975,0.3883683304236985,121.59603118896484,38.112125396728516
1698415428291.0,358.3713653692749,17.445151091678905,0.3652063114589986,121.59603118896484,38.112125396728516
1698415428309.0,358.2481080770769,16.94156850179408,0.36456682516498345,121.59603118896484,38.112125396728516
1698415428324.0,358.04747518410716,16.257643774503688,0.2864619908272403,121.59603118896484,38.112125396728516
1698415428341.0,357.927247441688,15.750618585064297,0.24490962383907453,121.59603118896484,38.112125396728516
1698415428358.0,357.8574766738061,15.285310409117132,0.21479490396824216,122.71153259277344,38.07862854003906
1698415428374.0,357.7030023003762,14.76877255005662,0.11276069491718717,122.71153259277344,38.07862854003906
1698415428391.0,357.4765076832194,14.483027365259673,-0.004759604634184001,122.71153259277344,38.07862854003906
1698415428408.0,357.1551261348223,14.309596785739062,-0.1532393810862355,122.71153259277344,38.07862854003906
1698415428424.0,356.7265784236917,14.208456738816876,-0.3940996933485217,122.71153259277344,38.07862854003906
1698415428441.0,356.5300222577952,14.134738985701771,-0.5399877662189367,124.0326156616211,38.071083068847656
1698415428458.0,356.43595285295424,13.977263536764351,-0.6578350996541653,124.0326156616211,38.071083068847656
1698415428474.0,356.4383728414763,13.799306020987359,-0.7353345789787653,124.0326156616211,38.071083068847656
