timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698672521.158,False,0.0,0,0,3682
1698672523.141,False,0.0,0,0,3682
1698672523.633,False,0.0,0,0,3682
1698672524.127,False,0.0,0,0,3682
1698672525.116,False,0.0,0,0,3682
1698672526.109,False,0.0,0,0,3682
1698672527.096,False,0.0,0,0,3682
1698672528.087,False,0.0,0,0,3682
1698672529.08,False,0.0,0,0,3682
1698672530.068,False,0.0,0,0,3682
1698672531.059,False,0.0,0,0,3682
1698672532.545,False,1.1640625,12,122,3702
1698672534.025,False,1.1640625,12,122,3702
1698672534.528,False,0.0,0,0,3702
1698672535.513,False,0.44140625,0,119,3725
1698672536.503,False,0.8046875,13,182,3736
1698672537.496,False,0.859375,31,197,3745
1698672538.49,False,0.859375,31,197,3745
1698672539.476,False,0.0,0,0,3745
1698672540.466,False,0.0,0,0,3745
1698672541.449,False,0.0,0,0,3745
1698672542.941,False,0.0,0,0,3745
