ts,abs,alpha,beta,gamma
1698921415016.0,False,84.5,73.5,8.6
1698921415050.0,False,84.60000000000001,73.4,8.6
1698921415066.0,False,84.7,73.2,8.6
1698921415134.0,False,84.7,73.0,8.6
1698921415200.0,False,84.60000000000001,73.10000000000001,8.6
1698921415250.0,False,84.60000000000001,73.3,8.700000000000001
1698921415267.0,False,84.5,73.3,8.700000000000001
1698921415283.0,False,84.60000000000001,73.3,8.700000000000001
1698921415300.0,False,84.60000000000001,73.3,8.6
1698921415350.0,False,84.80000000000001,73.4,8.5
1698921415449.0,False,84.80000000000001,73.60000000000001,8.5
1698921415616.0,False,84.80000000000001,73.5,8.4
1698921415666.0,False,84.80000000000001,73.5,8.200000000000001
1698921415683.0,False,84.80000000000001,73.60000000000001,8.200000000000001
1698921415733.0,False,84.9,73.60000000000001,8.1
1698921415999.0,False,85.0,73.7,7.9
1698921416016.0,False,85.10000000000001,73.7,7.9
1698921416216.0,False,85.0,73.60000000000001,8.0
1698921416283.0,False,84.80000000000001,73.60000000000001,8.1
1698921416433.0,False,84.9,73.5,8.0
1698921416466.0,False,84.9,73.60000000000001,8.0
1698921416617.0,False,84.80000000000001,73.60000000000001,8.200000000000001
1698921416667.0,False,84.7,73.60000000000001,8.200000000000001
1698921416783.0,False,84.60000000000001,73.7,8.4
1698921417034.0,False,84.5,73.60000000000001,8.5
1698921417066.0,False,84.5,73.5,8.5
1698921417149.0,False,84.60000000000001,73.5,8.4
1698921417183.0,False,84.5,73.5,8.4
1698921417449.0,False,84.60000000000001,73.5,8.4
1698921418199.0,False,84.60000000000001,73.60000000000001,8.4
1698921418236.0,False,84.60000000000001,73.5,8.4
1698921418302.0,False,84.5,73.5,8.4
1698921418383.0,False,84.5,73.60000000000001,8.5
1698921418433.0,False,84.60000000000001,73.60000000000001,8.4
1698921418616.0,False,84.5,73.60000000000001,8.4
1698921418649.0,False,84.60000000000001,73.60000000000001,8.4
1698921418700.0,False,84.7,73.5,8.4
1698921419149.0,False,84.80000000000001,73.5,8.3
