timestamp,accGGx,accGGy,accGGz
1698921415.022,-0.913,0.429,-0.075
1698921415.102,-0.94,0.436,-0.077
1698921415.182,-0.956,0.442,-0.073
1698921415.262,-0.933,0.439,-0.078
1698921415.342,-0.923,0.438,-0.083
1698921415.422,-0.92,0.436,-0.084
1698921415.502,-0.919,0.434,-0.085
1698921415.582,-0.919,0.432,-0.084
1698921415.662,-0.921,0.432,-0.082
1698921415.742,-0.923,0.433,-0.08
1698921415.822,-0.921,0.433,-0.082
1698921415.982,-0.923,0.429,-0.073
1698921416.062,-0.925,0.426,-0.075
1698921416.142,-0.927,0.432,-0.077
1698921416.222,-0.927,0.429,-0.083
1698921416.303,-0.925,0.428,-0.09
1698921416.383,-0.929,0.424,-0.098
1698921416.464,-0.928,0.423,-0.099
1698921416.542,-0.924,0.429,-0.092
1698921416.622,-0.922,0.431,-0.089
1698921416.702,-0.922,0.435,-0.086
1698921416.782,-0.922,0.432,-0.086
1698921416.862,-0.923,0.427,-0.086
1698921416.942,-0.921,0.424,-0.086
1698921417.022,-0.916,0.421,-0.087
1698921417.102,-0.914,0.416,-0.086
1698921417.182,-0.944,0.419,-0.127
1698921417.262,-0.96,0.429,-0.147
1698921417.342,-0.939,0.433,-0.117
1698921417.422,-0.929,0.432,-0.106
1698921417.502,-0.92,0.434,-0.105
1698921417.582,-0.916,0.432,-0.106
1698921417.662,-0.918,0.432,-0.102
1698921417.742,-0.914,0.433,-0.083
1698921417.822,-0.912,0.431,-0.072
1698921417.902,-0.911,0.43,-0.092
1698921417.981,-0.909,0.427,-0.102
1698921418.062,-0.906,0.425,-0.09
1698921418.143,-0.914,0.427,-0.083
1698921418.221,-0.92,0.434,-0.09
1698921418.301,-0.924,0.436,-0.1
1698921418.381,-0.928,0.427,-0.105
1698921418.461,-0.916,0.398,-0.096
1698921418.541,-0.903,0.366,-0.073
1698921418.621,-0.906,0.358,-0.051
1698921418.701,-0.925,0.37,-0.035
1698921418.781,-0.943,0.392,-0.03
1698921418.861,-0.947,0.411,-0.043
1698921418.941,-0.953,0.429,-0.063
1698921419.021,-0.959,0.435,-0.079
1698921419.101,-0.97,0.415,-0.086
1698921419.181,-0.969,0.386,-0.081
1698921419.261,-0.943,0.356,-0.093
1698921419.341,-0.929,0.328,-0.11
1698921419.421,-0.93,0.314,-0.109
1698921419.501,-0.929,0.325,-0.093
1698921419.582,-0.942,0.33,-0.073
1698921419.661,-0.956,0.329,-0.056
1698921419.744,-0.952,0.338,-0.048
1698921419.821,-0.9,0.35,-0.045
1698921419.901,-0.9,0.36,-0.125
1698921419.984,-0.928,0.359,-0.163
1698921420.061,-0.898,0.385,-0.154
1698921420.141,-0.895,0.452,-0.114
1698921420.221,-0.888,0.521,-0.067
1698921420.301,-0.817,0.534,-0.036
1698921420.381,-0.808,0.516,-0.027
1698921420.461,-0.848,0.478,-0.047
1698921420.541,-0.928,0.477,-0.025
1698921420.621,-1.119,0.369,-0.026
1698921420.701,-1.336,0.191,-0.048
1698921420.781,-1.316,0.113,0.022
1698921420.861,-1.153,0.067,0.088
1698921420.941,-0.946,0.106,0.095
1698921421.021,-0.707,0.152,0.04
1698921421.101,-0.741,0.188,-0.034
1698921421.181,-0.99,0.464,-0.197
1698921421.261,-1.157,0.8,-0.317
1698921421.341,-1.368,0.818,-0.203
1698921421.422,-1.528,0.639,-0.009
1698921421.501,-1.392,0.466,0.137
1698921421.583,-1.342,0.334,0.201
1698921421.661,-1.397,0.068,0.2
1698921421.741,-1.317,-0.271,0.249
1698921421.821,-1.211,-0.281,0.257
1698921421.901,-1.611,0.405,0.238
1698921421.982,-1.487,0.756,-0.034
1698921422.061,-1.343,1.024,-0.34
1698921422.141,-1.479,1.359,-0.539
1698921422.221,-1.667,1.213,-0.441
1698921422.301,-1.853,0.922,-0.096
1698921422.382,-1.725,0.626,0.157
1698921422.461,-1.516,0.308,0.234
1698921422.541,-1.489,0.055,0.23
1698921422.621,-1.376,-0.147,0.258
1698921422.701,-1.37,-0.203,0.261
1698921422.781,-1.628,-0.022,0.192
1698921422.861,-1.675,0.341,0.063
1698921422.941,-1.481,0.555,-0.1
1698921423.023,-1.383,0.664,-0.377
1698921423.101,-1.343,1.18,-0.69
1698921423.181,-1.467,1.357,-0.607
1698921423.263,-1.846,0.978,-0.168
1698921423.341,-1.992,0.664,0.168
1698921423.421,-1.76,0.416,0.287
1698921423.501,-1.517,0.125,0.271
1698921423.581,-1.453,-0.369,0.374
1698921423.661,-1.404,-0.55,0.478
1698921423.74,-1.527,-0.279,0.404
1698921423.821,-2.138,0.074,0.369
1698921423.901,-1.597,1.197,-0.187
1698921423.98,-1.19,1.727,-0.572
1698921424.06,-1.404,1.682,-0.488
1698921424.14,-1.983,1.196,-0.13
1698921424.22,-2.179,0.721,0.121
1698921424.3,-1.983,0.247,0.222
1698921424.38,-1.79,-0.334,0.248
1698921424.46,-1.566,-0.566,0.231
1698921424.54,-1.595,-0.333,0.232
1698921424.62,-1.955,0.054,0.152
1698921424.701,-1.954,0.526,0.0
1698921424.78,-1.599,0.911,-0.224
1698921424.863,-1.384,1.318,-0.489
1698921424.94,-1.445,1.428,-0.428
1698921425.02,-1.762,1.037,-0.107
1698921425.1,-1.839,0.597,0.139
1698921425.18,-1.668,0.255,0.248
1698921425.26,-1.469,-0.147,0.233
1698921425.34,-1.32,-0.541,0.201
1698921425.42,-1.579,-0.496,0.23
1698921425.5,-1.997,-0.179,0.188
1698921425.58,-2.13,0.18,0.062
1698921425.66,-1.847,0.417,-0.09
1698921425.74,-1.42,0.52,-0.186
