ms,x,y,z
1698921415027.0,267,769,340
1698921415105.0,269,769,335
1698921415185.0,264,771,328
1698921415265.0,276,763,328
1698921415345.0,268,762,326
1698921415427.0,268,765,335
1698921415505.0,275,764,335
1698921415585.0,273,768,338
1698921415665.0,271,777,329
1698921415745.0,286,773,338
1698921415825.0,262,786,333
1698921415985.0,279,777,336
1698921416064.0,269,775,342
1698921416145.0,265,769,339
1698921416224.0,262,760,342
1698921416306.0,262,768,340
1698921416386.0,275,772,334
1698921416467.0,269,777,341
1698921416544.0,269,764,342
1698921416625.0,263,765,330
1698921416704.0,278,768,334
1698921416784.0,265,773,338
1698921416867.0,266,767,348
1698921416944.0,274,767,331
1698921417024.0,276,774,333
1698921417105.0,268,776,340
1698921417184.0,276,769,347
1698921417264.0,271,774,350
1698921417344.0,268,777,350
1698921417424.0,279,774,341
1698921417504.0,284,775,337
1698921417584.0,271,768,338
1698921417664.0,270,773,337
1698921417744.0,278,770,336
1698921417825.0,275,774,337
1698921417904.0,272,776,338
1698921417984.0,261,782,336
1698921418065.0,257,778,339
1698921418146.0,261,781,342
1698921418224.0,266,760,351
1698921418307.0,273,765,334
1698921418384.0,267,764,337
1698921418464.0,274,777,336
1698921418544.0,273,771,338
1698921418624.0,271,762,339
1698921418707.0,282,762,336
1698921418784.0,294,749,338
1698921418864.0,293,743,321
1698921418944.0,311,734,321
1698921419024.0,290,747,324
1698921419104.0,293,749,328
1698921419184.0,291,764,320
1698921419264.0,291,752,323
1698921419344.0,281,760,313
1698921419424.0,288,769,341
1698921419504.0,292,769,339
1698921419585.0,298,745,343
1698921419664.0,307,749,346
1698921419747.0,297,753,348
1698921419824.0,293,751,352
1698921419904.0,313,752,340
1698921419986.0,291,745,342
1698921420064.0,307,761,350
1698921420146.0,301,748,354
1698921420224.0,317,741,346
1698921420304.0,306,750,354
1698921420384.0,299,753,353
1698921420464.0,306,762,358
1698921420546.0,272,774,363
1698921420624.0,271,788,367
1698921420704.0,280,774,347
1698921420784.0,292,761,348
1698921420864.0,327,733,352
1698921420944.0,342,708,348
1698921421024.0,344,660,327
1698921421104.0,366,645,324
1698921421184.0,364,596,316
1698921421264.0,357,611,314
1698921421344.0,340,628,329
1698921421425.0,296,690,345
1698921421504.0,250,722,364
1698921421586.0,178,751,380
1698921421664.0,119,766,392
1698921421744.0,90,761,416
1698921421823.0,141,764,412
1698921421904.0,235,746,366
1698921421988.0,304,638,330
1698921422063.0,314,572,317
1698921422144.0,318,567,292
1698921422223.0,322,586,306
1698921422303.0,314,650,321
1698921422387.0,284,722,364
1698921422463.0,227,757,397
1698921422543.0,128,783,415
1698921422624.0,78,791,435
1698921422703.0,121,779,434
1698921422783.0,225,776,415
1698921422864.0,327,711,363
1698921422943.0,374,635,346
1698921423026.0,377,593,314
1698921423104.0,379,561,309
1698921423183.0,392,576,318
1698921423265.0,391,653,372
1698921423343.0,334,711,423
1698921423426.0,220,782,442
1698921423503.0,81,776,459
1698921423584.0,39,687,501
1698921423663.0,91,704,500
1698921423743.0,223,714,483
1698921423826.0,375,703,367
1698921423903.0,421,588,343
1698921423983.0,409,548,333
1698921424063.0,429,566,339
1698921424143.0,409,641,362
1698921424223.0,357,726,385
1698921424303.0,234,815,415
1698921424383.0,93,809,445
1698921424463.0,72,788,468
1698921424543.0,174,806,462
1698921424623.0,318,758,421
1698921424704.0,420,628,362
1698921424783.0,452,565,354
1698921424866.0,438,536,349
1698921424943.0,432,566,351
1698921425023.0,403,653,391
1698921425103.0,319,718,426
1698921425183.0,221,774,420
1698921425266.0,99,812,419
1698921425343.0,57,821,422
1698921425423.0,133,826,419
1698921425503.0,278,795,408
1698921425583.0,393,674,347
1698921425663.0,403,575,315
1698921425743.0,393,529,295
