ts,ppg
1698411887011.4048,13339.0
1698411887031.8289,13331.0
1698411887052.253,13337.0
1698411887072.677,13326.0
1698411887093.1008,13323.0
1698411887113.525,13312.0
1698411887133.949,13316.0
1698411887154.373,13314.0
1698411887174.797,13314.0
1698411887195.2212,13306.0
1698411887215.6453,13304.0
1698411887236.069,13300.0
1698411887256.4934,13302.0
1698411887276.9175,13291.0
1698411887297.3416,13295.0
1698411887317.7656,13292.0
1698411887338.1897,13284.0
1698411887358.6135,13282.0
1698411887379.0376,13285.0
1698411887399.4617,13284.0
1698411887419.8855,13281.0
1698411887440.3098,13284.0
1698411887460.734,13280.0
1698411887481.158,13280.0
1698411887501.582,13279.0
1698411887522.006,13276.0
1698411887542.4302,13275.0
1698411887562.8542,13273.0
1698411887583.2783,13273.0
1698411887603.7024,13273.0
1698411887624.1262,13270.0
1698411887644.5503,13271.0
1698411887664.9744,13266.0
1698411887685.3984,13262.0
1698411887705.8225,13263.0
1698411887726.2466,13256.0
1698411887746.671,13262.0
1698411887767.0947,13256.0
1698411887787.5188,13255.0
1698411887807.9429,13252.0
1698411887828.367,13249.0
1698411887848.791,13240.0
1698411887869.2148,13244.0
1698411887889.639,13229.0
1698411887910.063,13230.0
1698411887930.487,13219.0
1698411887950.9111,13218.0
1698411887971.3352,13212.0
1698411887991.7593,13207.0
1698411888012.183,13205.0
1698411888032.6074,13203.0
1698411888053.0315,13201.0
1698411888073.4556,13201.0
1698411888093.8796,13197.0
1698411888114.3037,13200.0
1698411888134.7275,13202.0
1698411888155.1516,13197.0
1698411888175.5757,13203.0
1698411888195.9998,13201.0
1698411888216.4238,13199.0
1698411888236.848,13203.0
1698411888257.272,13210.0
1698411888277.696,13222.0
1698411888298.12,13234.0
1698411888318.5442,13240.0
1698411888338.9685,13258.0
1698411888359.3923,13264.0
1698411888379.8164,13276.0
1698411888400.2402,13281.0
1698411888420.6643,13285.0
1698411888441.0884,13285.0
1698411888461.5125,13285.0
1698411888481.9363,13282.0
1698411888502.3606,13279.0
1698411888522.785,13285.0
1698411888543.2087,13284.0
1698411888563.6328,13289.0
1698411888584.057,13287.0
1698411888604.481,13288.0
1698411888624.905,13288.0
1698411888645.3289,13283.0
1698411888665.753,13278.0
1698411888686.177,13272.0
1698411888706.601,13268.0
1698411888727.0251,13266.0
1698411888747.4492,13274.0
1698411888767.8733,13290.0
1698411888788.2974,13305.0
1698411888808.7214,13316.0
1698411888829.1455,13337.0
1698411888849.5696,13359.0
1698411888869.9937,13375.0
1698411888890.4175,13387.0
1698411888910.8416,13400.0
1698411888931.2656,13407.0
1698411888951.6897,13419.0
1698411888972.1138,13427.0
1698411888992.5378,13439.0
1698411889012.962,13442.0
1698411889033.386,13440.0
1698411889053.81,13441.0
1698411889074.234,13441.0
1698411889094.6582,13448.0
1698411889115.0825,13452.0
1698411889135.5063,13460.0
1698411889155.9304,13472.0
1698411889176.3542,13483.0
1698411889196.7783,13489.0
1698411889217.2024,13494.0
1698411889237.6265,13499.0
1698411889258.0503,13512.0
1698411889278.4746,13516.0
1698411889298.8987,13523.0
1698411889319.3228,13532.0
1698411889339.7468,13541.0
1698411889360.171,13541.0
1698411889380.595,13553.0
1698411889401.019,13553.0
1698411889421.4429,13549.0
1698411889441.867,13547.0
1698411889462.291,13546.0
1698411889482.715,13538.0
1698411889503.1392,13540.0
1698411889523.5632,13533.0
1698411889543.9873,13527.0
1698411889564.4114,13519.0
1698411889584.8354,13511.0
1698411889605.2595,13502.0
1698411889625.6836,13494.0
1698411889646.1077,13487.0
1698411889666.5315,13480.0
1698411889686.9556,13481.0
1698411889707.3796,13476.0
1698411889727.8037,13478.0
1698411889748.2278,13473.0
1698411889768.652,13472.0
1698411889789.076,13466.0
1698411889809.5,13469.0
1698411889829.924,13464.0
1698411889850.348,13464.0
1698411889870.7722,13462.0
1698411889891.1963,13457.0
1698411889911.6204,13457.0
1698411889932.0444,13460.0
1698411889952.4685,13458.0
1698411889972.8923,13454.0
1698411889993.3164,13455.0
1698411890013.7405,13457.0
1698411890034.1646,13453.0
1698411890054.5886,13454.0
1698411890075.0127,13450.0
1698411890095.4368,13451.0
1698411890115.8608,13447.0
1698411890136.285,13447.0
1698411890156.709,13448.0
1698411890177.133,13444.0
1698411890197.5571,13446.0
1698411890217.981,13441.0
1698411890238.405,13440.0
1698411890258.829,13439.0
1698411890279.2532,13439.0
1698411890299.6772,13438.0
1698411890320.1013,13439.0
1698411890340.5254,13435.0
1698411890360.9497,13430.0
1698411890381.3735,13432.0
1698411890401.7976,13428.0
1698411890422.2217,13421.0
1698411890442.6458,13418.0
1698411890463.0696,13415.0
1698411890483.4937,13412.0
1698411890503.9175,13405.0
1698411890524.3418,13399.0
1698411890544.766,13404.0
1698411890565.19,13407.0
1698411890585.614,13399.0
1698411890606.038,13398.0
1698411890626.4622,13401.0
1698411890646.8862,13394.0
1698411890667.3103,13399.0
1698411890687.7344,13398.0
1698411890708.1584,13393.0
1698411890728.5825,13392.0
1698411890749.0063,13389.0
1698411890769.4304,13389.0
1698411890789.8545,13384.0
1698411890810.2786,13380.0
1698411890830.7026,13375.0
1698411890851.1267,13376.0
1698411890871.5508,13371.0
1698411890891.9749,13372.0
1698411890912.399,13369.0
1698411890932.823,13365.0
1698411890953.247,13362.0
1698411890973.6711,13360.0
1698411890994.095,13357.0
1698411891014.519,13355.0
1698411891034.943,13348.0
1698411891055.3672,13350.0
1698411891075.7913,13347.0
1698411891096.215,13349.0
1698411891116.6394,13349.0
1698411891137.0637,13351.0
1698411891157.4875,13353.0
1698411891177.9116,13357.0
1698411891198.3357,13361.0
1698411891218.7598,13370.0
1698411891239.1836,13377.0
1698411891259.6077,13379.0
1698411891280.0315,13388.0
1698411891300.4558,13387.0
1698411891320.88,13397.0
1698411891341.304,13407.0
1698411891361.728,13422.0
1698411891382.152,13430.0
1698411891402.5762,13445.0
1698411891423.0002,13458.0
1698411891443.4243,13466.0
1698411891463.8484,13476.0
1698411891484.2725,13483.0
1698411891504.6963,13493.0
1698411891525.1204,13493.0
1698411891545.5444,13501.0
1698411891565.9685,13510.0
1698411891586.3926,13511.0
1698411891606.817,13517.0
1698411891627.2407,13517.0
1698411891647.6648,13523.0
1698411891668.0889,13521.0
1698411891688.513,13525.0
1698411891708.937,13530.0
1698411891729.361,13531.0
1698411891749.7852,13542.0
1698411891770.209,13543.0
1698411891790.633,13548.0
1698411891811.0571,13554.0
1698411891831.4812,13557.0
1698411891851.9053,13556.0
1698411891872.329,13558.0
1698411891892.7534,13562.0
1698411891913.1775,13567.0
1698411891933.6016,13570.0
1698411891954.0256,13571.0
1698411891974.4497,13575.0
1698411891994.8738,13576.0
1698411892015.2976,13576.0
1698411892035.7217,13583.0
1698411892056.1458,13581.0
1698411892076.5698,13578.0
1698411892096.994,13571.0
1698411892117.418,13571.0
1698411892137.842,13564.0
