10244,1698419087005,-13,44,-1020,56,34,58,-15,-3018,5669,1043,804,1181,1476,1548
10245,1698419087041,-14,45,-1018,57,33,57,-16,-3018,5667,1044,803,1186,1476,1548
10246,1698419087050,-13,45,-1018,59,35,56,-16,-3018,5667,1048,802,1191,1473,1546
10247,1698419087065,-13,44,-1018,58,34,56,-16,-3018,5668,1046,801,1190,1473,1546
10248,1698419087087,-13,45,-1018,59,37,57,-17,-3018,5667,1043,805,1191,1474,1546
10249,1698419087117,-12,44,-1017,58,37,58,-16,-3018,5668,1043,800,1190,1473,1547
10250,1698419087125,-13,44,-1017,53,35,57,-16,-3018,5669,1037,801,1194,1473,1546
10251,1698419087169,-12,45,-1019,56,37,59,-16,-3019,5668,1035,804,1192,1474,1551
10252,1698419087170,-12,45,-1019,54,38,58,-15,-3019,5667,1039,798,1190,1475,1550
10253,1698419087185,-12,44,-1019,54,39,56,-15,-3019,5668,1047,802,1187,1477,1551
10254,1698419087207,-13,44,-1019,52,36,57,-15,-3019,5668,1049,799,1186,1475,1549
10255,1698419087230,-12,44,-1019,55,33,60,-15,-3020,5668,1051,795,1184,1477,1548
10256,1698419087245,-12,44,-1019,58,33,53,-15,-3019,5669,1049,797,1193,1474,1548
10257,1698419087282,-12,43,-1019,63,31,56,-16,-3020,5670,1048,797,1196,1474,1550
10258,1698419087289,-13,43,-1020,59,31,58,-16,-3020,5670,1042,800,1196,1475,1549
10259,1698419087312,-13,44,-1019,57,34,59,-17,-3020,5671,1046,799,1185,1476,1549
10260,1698419087327,-12,44,-1018,56,38,60,-16,-3020,5670,1043,798,1188,1475,1549
10261,1698419087349,-13,44,-1018,59,37,58,-16,-3019,5671,1045,799,1190,1476,1549
10262,1698419087365,-13,44,-1017,58,37,56,-16,-3018,5671,1046,802,1190,1476,1547
10263,1698419087395,-12,44,-1019,56,36,56,-17,-3018,5673,1044,797,1189,1478,1551
10264,1698419087409,-12,44,-1020,55,34,57,-17,-3019,5674,1045,802,1189,1478,1550
10265,1698419087425,-12,45,-1020,52,35,58,-16,-3019,5672,1046,800,1184,1479,1551
10266,1698419087447,-12,44,-1018,55,34,55,-16,-3018,5671,1046,801,1194,1478,1553
10267,1698419087477,-11,44,-1018,54,35,55,-16,-3018,5670,1041,802,1193,1481,1553
10268,1698419087485,-12,44,-1018,54,36,56,-16,-3019,5670,1042,805,1196,1480,1550
10269,1698419087507,-13,44,-1018,56,38,56,-15,-3019,5670,1045,803,1194,1480,1550
10270,1698419087530,-13,44,-1018,57,36,55,-15,-3019,5670,1045,806,1196,1481,1551
10271,1698419087546,-13,44,-1019,59,35,54,-16,-3020,5672,1044,804,1196,1480,1553
10272,1698419087596,-13,45,-1020,57,35,54,-16,-3020,5672,1040,802,1189,1479,1555
10273,1698419087598,-13,45,-1020,56,30,56,-16,-3020,5672,1042,803,1191,1479,1554
10274,1698419087611,-12,45,-1020,54,31,54,-16,-3021,5672,1043,805,1185,1480,1554
10275,1698419087627,-12,45,-1019,61,34,56,-15,-3021,5673,1042,805,1191,1479,1553
10276,1698419087650,-12,45,-1019,57,31,55,-15,-3021,5674,1043,803,1197,1480,1552
10277,1698419087673,-12,44,-1018,60,34,55,-15,-3020,5674,1047,805,1193,1480,1555
10278,1698419087687,-13,44,-1019,58,34,56,-14,-3020,5674,1044,806,1190,1480,1551
10279,1698419087710,-13,44,-1019,57,34,55,-14,-3020,5674,1052,805,1195,1479,1550
10280,1698419087725,-13,45,-1018,59,33,56,-14,-3020,5674,1046,799,1194,1480,1551
10281,1698419087747,-13,45,-1016,60,38,56,-13,-3021,5673,1043,802,1190,1483,1552
10282,1698419087770,-13,45,-1017,58,40,55,-14,-3021,5672,1046,802,1192,1479,1554
10283,1698419087785,-13,45,-1017,60,39,56,-14,-3021,5672,1047,804,1193,1483,1555
10284,1698419087808,-13,45,-1017,57,38,55,-14,-3021,5673,1042,801,1192,1482,1555
10285,1698419087830,-13,45,-1018,58,34,55,-14,-3020,5672,1041,806,1196,1483,1555
10286,1698419087845,-13,45,-1018,55,34,56,-15,-3019,5671,1042,815,1197,1482,1556
10287,1698419087867,-13,45,-1018,56,33,56,-16,-3019,5672,1051,806,1200,1481,1559
10288,1698419087890,-13,45,-1019,56,34,56,-16,-3020,5673,1051,804,1201,1486,1558
10289,1698419087905,-12,44,-1019,56,34,55,-17,-3020,5672,1048,806,1198,1485,1557
10290,1698419087949,-13,43,-1019,59,36,55,-17,-3020,5673,1049,806,1197,1487,1556
10291,1698419087951,-13,44,-1017,59,34,57,-17,-3020,5673,1049,806,1197,1484,1560
10292,1698419087965,-13,43,-1018,59,37,57,-17,-3020,5673,1046,805,1196,1485,1560
10293,1698419087987,-13,43,-1019,57,37,56,-17,-3020,5673,1054,801,1195,1484,1557
10294,1698419088010,-13,43,-1019,56,38,56,-17,-3019,5674,1046,807,1196,1486,1555
10295,1698419088032,-14,44,-1019,56,35,55,-16,-3018,5675,1054,806,1197,1486,1553
10296,1698419088055,-13,43,-1018,55,38,55,-16,-3019,5674,1052,811,1198,1488,1555
10297,1698419088070,-13,43,-1018,58,35,53,-15,-3018,5674,1053,807,1200,1488,1555
10298,1698419088092,-14,44,-1020,55,37,54,-15,-3018,5674,1055,810,1200,1488,1557
10299,1698419088114,-13,44,-1020,56,41,56,-15,-3019,5674,1053,813,1205,1488,1558
10300,1698419088130,-13,44,-1020,55,38,58,-15,-3018,5675,1059,811,1209,1489,1559
10301,1698419088145,-14,44,-1019,54,34,57,-16,-3018,5674,1059,826,1199,1491,1560
10302,1698419088167,-13,45,-1019,54,33,56,-15,-3017,5674,1065,829,1202,1491,1559
10303,1698419088197,-13,44,-1018,51,28,55,-15,-3017,5675,1055,826,1206,1492,1560
10304,1698419088205,-13,44,-1018,51,25,55,-14,-3018,5674,1051,828,1206,1495,1561
10305,1698419088227,-12,44,-1017,55,27,57,-14,-3018,5673,1055,818,1207,1501,1560
10306,1698419088250,-13,44,-1019,56,30,55,-14,-3019,5673,1050,824,1205,1502,1562
10307,1698419088265,-12,45,-1018,59,36,56,-15,-3019,5672,1047,823,1204,1495,1559
10308,1698419088287,-13,45,-1018,61,39,56,-15,-3019,5673,1058,826,1201,1495,1561
10309,1698419088310,-13,45,-1018,62,42,54,-15,-3019,5673,1061,827,1204,1493,1563
10310,1698419088332,-12,45,-1018,61,45,54,-15,-3019,5674,1056,826,1204,1493,1561
10311,1698419088348,-12,45,-1018,60,46,53,-15,-3018,5673,1053,825,1201,1490,1560
10312,1698419088377,-14,45,-1018,60,45,54,-15,-3018,5673,1051,830,1203,1495,1559
10313,1698419088392,-12,45,-1018,58,43,58,-15,-3018,5672,1051,830,1202,1506,1556
10314,1698419088408,-12,45,-1018,56,42,56,-14,-3018,5673,1054,828,1200,1507,1555
10315,1698419088445,-12,45,-1018,55,40,55,-15,-3018,5672,1054,824,1196,1505,1556
10316,1698419088446,-12,45,-1016,54,37,58,-15,-3019,5671,1052,822,1195,1506,1562
10317,1698419088467,-12,45,-1016,53,30,57,-14,-3018,5671,1057,825,1202,1503,1562
10318,1698419088505,-13,45,-1017,52,30,58,-14,-3018,5672,1058,824,1199,1502,1557
10319,1698419088506,-13,45,-1017,56,30,58,-13,-3018,5672,1054,822,1201,1503,1555
10320,1698419088527,-14,45,-1020,58,34,54,-12,-3019,5671,1053,822,1202,1503,1553
