timestamp,isRunning,instantaneousSpeed,instantaneousCadence,instantaneousStrideLength,totalDistance
1698675165.445,False,0.0,0,0,5007
1698675166.436,False,0.0,0,0,5007
1698675167.426,False,0.0,0,0,5007
1698675168.424,False,0.0,0,0,5007
1698675169.405,False,0.0,0,0,5007
1698675170.397,False,0.0,0,0,5007
1698675171.88,False,0.0,0,0,5007
1698675172.376,False,0.0,0,0,5007
1698675173.365,False,0.0,0,0,5007
1698675174.355,False,1.33203125,16,105,5027
1698675175.348,True,2.0546875,31,210,5040
1698675177.326,True,2.27734375,48,312,5065
1698675177.327,True,2.44140625,63,383,5094
1698675178.316,False,1.77734375,63,336,5121
1698675179.81,False,1.8046875,63,273,5138
1698675180.301,False,1.83203125,63,215,5156
1698675181.787,False,1.83203125,64,186,5173
1698675182.768,False,1.83203125,64,171,5191
1698675183.76,False,1.8046875,65,170,5207
1698675184.264,False,1.77734375,63,169,5226
1698675185.746,False,1.71875,63,168,5242
1698675186.236,False,1.71875,63,168,5242
1698675187.222,False,0.52734375,0,166,5272
1698675188.212,False,0.9140625,16,165,5282
1698675189.204,True,1.83203125,30,207,5295
1698675190.205,False,1.8046875,47,250,5320
1698675191.194,False,1.859375,63,267,5336
1698675192.185,False,1.88671875,64,271,5354
1698675193.661,False,1.9140625,66,232,5373
1698675194.163,False,1.9140625,65,191,5391
1698675195.65,False,1.9140625,65,177,5409
1698675196.144,False,1.9140625,64,176,5427
1698675197.133,False,1.9140625,64,176,5445
1698675198.12,False,1.859375,63,177,5464
1698675199.108,False,1.5546875,61,177,5482
1698675200.094,False,1.5546875,61,177,5482
1698675201.096,False,0.0,0,0,5482
1698675202.079,False,0.0,0,0,5482
1698675203.561,False,0.0,0,0,5482
1698675204.062,False,0.0,0,0,5482
1698675205.048,False,0.0,0,0,5482
1698675206.526,False,0.0,0,0,5482
1698675207.024,False,0.0,0,0,5482
1698675208.016,False,0.0,0,0,5482
1698675209.497,False,0.0,0,0,5482
1698675210.488,False,0.0,0,0,5482
1698675211.48,False,0.0,0,0,5482
1698675212.468,False,0.0,0,0,5482
1698675213.46,False,0.0,0,0,5482
1698675214.447,False,0.0,0,0,5482
1698675215.443,False,0.0,0,0,5482
1698675216.429,False,0.0,0,0,5482
1698675217.415,False,0.0,0,0,5482
1698675218.406,False,0.0,0,0,5482
1698675219.398,False,0.0,0,0,5482
1698675220.393,False,0.0,0,0,5482
1698675221.374,False,0.0,0,0,5482
1698675222.365,False,0.0,0,0,5482
1698675223.855,False,0.0,0,0,5482
1698675224.351,False,0.0,0,0,5482
1698675225.336,False,0.0,0,0,5482
1698675226.327,False,0.0,0,0,5482
1698675227.314,False,0.0,0,0,5482
1698675228.307,False,0.0,0,0,5482
1698675229.298,False,0.0,0,0,5482
