ts,alpha,beta,gamma
1698673075016.0,-222,160,355
1698673075094.0,-237,160,360
1698673075174.0,-233,155,361
1698673075254.0,-220,162,355
1698673075334.0,-224,149,361
1698673075417.0,-237,150,361
1698673075494.0,-221,149,364
1698673075574.0,-223,153,353
1698673075654.0,-225,160,362
1698673075734.0,-223,153,351
1698673075814.0,-213,158,351
1698673075893.0,-221,157,364
1698673075974.0,-219,159,350
1698673076054.0,-219,158,360
1698673076134.0,-219,158,354
1698673076214.0,-224,153,350
1698673076294.0,-211,164,353
1698673076373.0,-221,160,359
1698673076453.0,-220,157,362
1698673076534.0,-225,149,354
1698673076613.0,-224,138,368
1698673076695.0,-220,166,357
1698673076774.0,-231,148,352
1698673076857.0,-216,154,351
1698673076933.0,-236,145,354
1698673077014.0,-233,158,358
1698673077096.0,-235,135,366
1698673077173.0,-245,144,368
1698673077256.0,-232,138,363
1698673077333.0,-242,148,375
1698673077413.0,-248,145,374
1698673077493.0,-250,157,366
1698673077573.0,-241,135,357
1698673077656.0,-252,143,371
1698673077733.0,-247,142,367
1698673077813.0,-231,145,380
1698673077893.0,-246,136,377
1698673077973.0,-238,138,370
1698673078053.0,-247,132,367
1698673078133.0,-235,136,367
1698673078213.0,-231,142,366
1698673078293.0,-232,142,367
1698673078373.0,-244,140,368
1698673078453.0,-249,142,365
1698673078533.0,-235,140,370
1698673078613.0,-232,149,359
1698673078693.0,-246,151,359
1698673078773.0,-236,154,365
1698673078853.0,-228,172,390
1698673078935.0,-247,200,414
1698673079013.0,-291,240,495
1698673079096.0,-361,291,579
1698673079173.0,-413,307,647
1698673079253.0,-501,367,738
1698673079336.0,-567,441,779
1698673079413.0,-576,471,786
1698673079496.0,-581,496,804
1698673079573.0,-613,501,811
1698673079653.0,-598,485,809
1698673079733.0,-605,484,806
1698673079813.0,-598,481,810
1698673079896.0,-623,477,820
1698673079973.0,-629,501,812
1698673080053.0,-645,489,827
1698673080133.0,-640,485,824
1698673080213.0,-647,486,826
1698673080293.0,-649,482,829
1698673080373.0,-647,486,829
1698673080453.0,-633,482,831
1698673080533.0,-637,474,825
1698673080613.0,-647,470,826
1698673080693.0,-631,487,827
1698673080773.0,-633,480,824
1698673080853.0,-642,479,828
1698673080933.0,-632,485,832
1698673081013.0,-645,484,823
1698673081093.0,-649,475,824
1698673081175.0,-638,491,835
1698673081253.0,-634,484,832
1698673081335.0,-635,475,828
1698673081413.0,-647,490,823
1698673081493.0,-642,480,824
1698673081576.0,-639,486,828
1698673081653.0,-636,492,832
1698673081735.0,-633,492,825
1698673081813.0,-651,487,830
1698673081893.0,-633,485,826
1698673081973.0,-634,492,832
1698673082053.0,-646,474,834
1698673082135.0,-635,482,828
1698673082213.0,-638,478,835
1698673082292.0,-633,487,836
1698673082373.0,-648,488,830
1698673082453.0,-641,481,827
1698673082533.0,-636,487,826
1698673082612.0,-640,489,834
1698673082693.0,-627,488,821
1698673082772.0,-627,488,821
1698673082852.0,-640,486,814
1698673082934.0,-629,493,814
1698673083013.0,-635,488,790
1698673083092.0,-621,483,776
1698673083173.0,-575,487,751
1698673083252.0,-574,496,761
1698673083332.0,-586,489,775
1698673083414.0,-580,488,774
1698673083492.0,-573,490,790
1698673083575.0,-579,483,796
1698673083653.0,-572,478,803
1698673083732.0,-581,474,814
1698673083812.0,-574,469,804
1698673083893.0,-586,472,822
1698673083975.0,-593,474,823
1698673084052.0,-581,474,821
