ts,alpha,beta,gamma
1698673084132.0,-588,475,821
1698673084212.0,-599,481,813
1698673084292.0,-581,490,805
1698673084375.0,-592,492,797
1698673084452.0,-593,488,798
1698673084532.0,-595,491,791
1698673084612.0,-587,491,771
1698673084692.0,-596,483,774
1698673084772.0,-594,489,766
1698673084852.0,-588,475,768
1698673084932.0,-583,479,771
1698673085012.0,-588,492,774
1698673085092.0,-590,493,778
1698673085172.0,-585,475,783
1698673085252.0,-589,482,799
1698673085332.0,-597,471,807
1698673085412.0,-579,469,799
1698673085492.0,-596,467,800
1698673085572.0,-597,471,800
1698673085653.0,-587,468,796
1698673085732.0,-598,479,792
1698673085815.0,-607,483,773
1698673085892.0,-602,496,771
1698673085972.0,-600,480,760
1698673086052.0,-582,493,769
1698673086132.0,-582,480,763
1698673086214.0,-575,488,771
1698673086292.0,-584,480,770
1698673086372.0,-573,483,777
1698673086452.0,-586,485,792
1698673086532.0,-575,470,793
1698673086615.0,-583,468,806
1698673086692.0,-556,448,814
1698673086772.0,-572,456,825
1698673086852.0,-591,459,815
1698673086932.0,-573,459,816
1698673087012.0,-570,464,812
1698673087092.0,-579,456,810
1698673087172.0,-580,466,807
1698673087252.0,-590,467,804
1698673087332.0,-576,477,793
1698673087412.0,-581,479,779
1698673087492.0,-576,471,781
1698673087572.0,-592,479,776
1698673087654.0,-580,487,766
1698673087732.0,-584,475,762
1698673087812.0,-582,472,766
1698673087893.0,-576,476,771
1698673087972.0,-573,473,780
1698673088054.0,-577,456,777
1698673088132.0,-579,459,781
1698673088212.0,-577,462,778
1698673088291.0,-572,465,795
1698673088371.0,-580,460,780
1698673088454.0,-580,465,780
1698673088531.0,-597,468,771
1698673088611.0,-579,475,773
1698673088692.0,-582,481,762
1698673088771.0,-564,483,762
1698673088851.0,-570,476,764
1698673088932.0,-572,482,757
1698673089011.0,-565,480,769
1698673089091.0,-568,473,773
1698673089172.0,-569,478,776
1698673089255.0,-562,459,793
1698673089331.0,-567,453,800
1698673089412.0,-561,445,817
1698673089491.0,-547,440,812
1698673089571.0,-570,441,820
1698673089652.0,-569,453,818
1698673089732.0,-562,450,814
1698673089811.0,-563,450,802
1698673089892.0,-563,468,792
1698673089971.0,-564,461,777
1698673090051.0,-561,473,777
1698673090133.0,-571,477,773
1698673090211.0,-557,472,764
1698673090294.0,-561,480,759
1698673090371.0,-563,474,752
1698673090451.0,-540,481,762
1698673090531.0,-565,479,765
1698673090611.0,-560,477,771
1698673090694.0,-553,467,758
1698673090771.0,-542,453,765
1698673090852.0,-548,456,771
1698673090931.0,-550,467,762
1698673091011.0,-549,458,758
1698673091094.0,-548,467,763
1698673091171.0,-566,476,751
1698673091251.0,-551,480,733
1698673091332.0,-555,469,750
1698673091411.0,-551,480,740
1698673091491.0,-567,459,744
1698673091571.0,-546,469,749
1698673091651.0,-563,466,765
1698673091731.0,-547,463,773
1698673091811.0,-541,456,785
1698673091891.0,-540,436,794
1698673091971.0,-533,433,794
1698673092051.0,-531,440,807
1698673092133.0,-526,444,802
1698673092211.0,-548,434,809
1698673092292.0,-547,460,800
1698673092373.0,-547,447,787
1698673092451.0,-540,462,784
1698673092534.0,-542,482,765
1698673092611.0,-546,482,761
1698673092691.0,-546,475,752
1698673092771.0,-534,466,759
1698673092851.0,-539,481,751
1698673092933.0,-562,482,745
1698673093011.0,-546,469,742
1698673093091.0,-553,473,757
1698673093171.0,-551,468,767
1698673093251.0,-541,446,768
1698673093333.0,-547,446,771
1698673093411.0,-554,441,780
1698673093491.0,-547,436,775
1698673093571.0,-548,443,773
1698673093651.0,-552,458,765
1698673093731.0,-558,453,753
1698673093811.0,-555,474,754
1698673093891.0,-558,471,735
1698673093971.0,-538,481,732
1698673094051.0,-545,476,728
1698673094131.0,-543,477,741
1698673094212.0,-540,481,748
1698673094291.0,-557,464,753
1698673094373.0,-543,468,770
1698673094451.0,-536,458,768
1698673094530.0,-534,446,777
1698673094612.0,-535,428,789
1698673094691.0,-545,425,801
1698673094773.0,-537,423,806
1698673094850.0,-539,426,806
1698673094931.0,-541,430,801
1698673095010.0,-543,443,781
1698673095090.0,-552,457,792
1698673095173.0,-543,463,774
1698673095250.0,-545,461,754
1698673095330.0,-541,466,753
1698673095411.0,-549,470,747
1698673095490.0,-539,457,737
1698673095573.0,-542,471,738
1698673095651.0,-543,471,744
1698673095730.0,-547,467,755
1698673095810.0,-549,464,761
1698673095891.0,-537,457,752
1698673095970.0,-552,450,753
1698673096050.0,-543,454,757
1698673096130.0,-545,448,757
1698673096210.0,-544,454,742
1698673096290.0,-555,484,742
1698673096371.0,-538,460,731
1698673096451.0,-530,466,728
1698673096530.0,-536,473,730
1698673096611.0,-542,463,731
1698673096690.0,-527,463,742
1698673096770.0,-533,468,756
1698673096853.0,-531,458,747
1698673096930.0,-530,446,765
1698673097013.0,-534,443,770
1698673097090.0,-528,426,780
1698673097170.0,-522,411,795
1698673097250.0,-529,423,797
1698673097330.0,-528,433,801
1698673097413.0,-530,431,810
1698673097491.0,-537,441,788
1698673097570.0,-533,442,776
1698673097650.0,-535,445,762
1698673097730.0,-534,449,749
1698673097813.0,-528,457,742
1698673097890.0,-538,463,731
1698673097970.0,-523,464,726
1698673098050.0,-542,472,723
1698673098130.0,-534,469,721
1698673098210.0,-539,456,735
1698673098290.0,-537,452,736
1698673098370.0,-544,450,762
1698673098450.0,-540,448,755
1698673098530.0,-534,439,770
1698673098610.0,-545,422,771
1698673098690.0,-535,421,767
1698673098770.0,-529,428,766
1698673098852.0,-541,430,763
1698673098930.0,-539,446,756
1698673099010.0,-553,450,751
1698673099092.0,-543,463,747
1698673099170.0,-538,458,729
1698673099252.0,-540,462,737
1698673099330.0,-535,474,735
1698673099410.0,-537,463,736
1698673099490.0,-529,452,747
1698673099570.0,-535,446,749
1698673099652.0,-521,441,768
1698673099730.0,-518,424,778
1698673099810.0,-517,407,793
1698673099890.0,-536,420,788
1698673099970.0,-517,421,785
1698673100052.0,-534,426,778
1698673100130.0,-518,441,772
1698673100210.0,-523,439,756
1698673100290.0,-528,451,757
1698673100369.0,-519,458,749
1698673100450.0,-521,460,742
1698673100529.0,-532,462,747
1698673100609.0,-535,460,742
1698673100690.0,-535,460,737
1698673100769.0,-516,470,724
1698673100849.0,-524,461,732
1698673100930.0,-530,455,736
1698673101009.0,-534,440,747
1698673101092.0,-522,439,763
1698673101170.0,-521,437,757
1698673101250.0,-522,419,751
1698673101331.0,-528,436,767
1698673101410.0,-537,428,758
1698673101492.0,-534,429,759
1698673101569.0,-530,447,750
1698673101650.0,-550,454,745
1698673101729.0,-521,455,728
1698673101809.0,-543,459,742
1698673101892.0,-535,468,734
1698673101969.0,-527,467,729
1698673102049.0,-529,459,742
1698673102130.0,-516,458,759
1698673102209.0,-524,444,770
1698673102292.0,-531,440,778
1698673102369.0,-516,416,788
1698673102449.0,-508,402,780
1698673102529.0,-516,408,782
1698673102609.0,-525,413,780
1698673102689.0,-519,421,777
1698673102769.0,-506,441,773
1698673102849.0,-525,447,755
1698673102929.0,-519,457,748
1698673103009.0,-521,455,747
1698673103089.0,-517,462,734
1698673103170.0,-522,464,719
1698673103249.0,-520,462,721
1698673103332.0,-513,458,726
1698673103409.0,-516,461,733
1698673103489.0,-521,443,738
1698673103572.0,-522,439,752
1698673103649.0,-531,440,767
1698673103731.0,-517,419,769
1698673103809.0,-518,429,775
1698673103889.0,-526,435,769
1698673103969.0,-515,424,760
1698673104049.0,-517,440,751
1698673104131.0,-527,446,751
1698673104209.0,-539,459,725
1698673104289.0,-519,450,724
1698673104369.0,-526,465,727
1698673104449.0,-523,459,715
1698673104532.0,-523,467,718
1698673104609.0,-527,461,735
1698673104689.0,-531,445,740
1698673104769.0,-518,433,762
1698673104849.0,-518,418,765
1698673104929.0,-513,410,782
1698673105009.0,-505,392,787
1698673105089.0,-523,402,785
1698673105169.0,-511,414,771
1698673105249.0,-520,425,761
1698673105330.0,-522,452,749
1698673105409.0,-521,445,750
1698673105489.0,-522,454,736
1698673105571.0,-521,470,726
1698673105649.0,-530,481,727
1698673105729.0,-531,470,730
1698673105810.0,-530,467,718
1698673105889.0,-520,461,734
1698673105971.0,-534,463,738
1698673106049.0,-527,462,740
1698673106128.0,-537,435,755
1698673106210.0,-525,441,755
1698673106288.0,-516,445,749
1698673106371.0,-528,442,745
1698673106449.0,-534,450,736
1698673106528.0,-536,453,725
1698673106608.0,-528,467,709
1698673106689.0,-519,471,725
1698673106771.0,-529,467,719
1698673106848.0,-532,467,723
1698673106929.0,-518,458,739
1698673107008.0,-517,460,729
1698673107088.0,-527,459,752
1698673107169.0,-517,447,755
1698673107248.0,-518,429,769
1698673107328.0,-516,412,770
1698673107409.0,-512,410,785
1698673107488.0,-517,409,776
1698673107568.0,-517,417,766
1698673107649.0,-529,428,768
1698673107728.0,-518,444,762
1698673107811.0,-513,446,746
1698673107889.0,-526,446,731
1698673107968.0,-525,453,731
1698673108050.0,-528,464,719
1698673108128.0,-523,465,728
1698673108211.0,-523,468,724
1698673108288.0,-519,466,727
1698673108368.0,-520,459,724
1698673108448.0,-520,462,722
1698673108528.0,-526,447,733
1698673108611.0,-513,445,729
1698673108688.0,-514,444,737
1698673108768.0,-521,446,722
1698673108848.0,-534,456,716
1698673108928.0,-526,459,721
1698673109011.0,-515,465,710
1698673109088.0,-530,465,716
1698673109168.0,-520,465,721
1698673109248.0,-516,454,710
1698673109328.0,-516,452,734
1698673109408.0,-528,449,747
1698673109488.0,-523,431,752
1698673109568.0,-509,429,758
1698673109648.0,-511,406,767
1698673109728.0,-501,400,784
1698673109808.0,-503,380,788
1698673109888.0,-498,385,792
1698673109968.0,-499,387,781
1698673110051.0,-510,384,783
1698673110128.0,-512,414,765
1698673110209.0,-504,427,756
1698673110290.0,-499,436,752
1698673110368.0,-518,445,742
1698673110450.0,-523,459,737
1698673110528.0,-515,467,717
1698673110608.0,-509,466,714
1698673110688.0,-524,458,717
1698673110768.0,-514,458,715
1698673110850.0,-517,460,727
1698673110928.0,-529,439,727
1698673111009.0,-522,438,734
1698673111088.0,-525,418,742
1698673111168.0,-521,426,761
1698673111250.0,-518,437,749
1698673111328.0,-524,426,740
1698673111408.0,-513,441,735
1698673111488.0,-528,456,717
1698673111568.0,-524,452,712
1698673111648.0,-514,470,720
1698673111728.0,-512,458,713
1698673111808.0,-527,462,711
1698673111888.0,-521,473,734
1698673111968.0,-516,456,733
1698673112048.0,-518,441,753
1698673112128.0,-515,418,767
1698673112208.0,-511,410,780
1698673112290.0,-519,388,785
1698673112368.0,-508,400,781
1698673112448.0,-523,417,778
1698673112529.0,-510,402,768
1698673112607.0,-520,417,761
1698673112690.0,-524,440,751
1698673112767.0,-520,441,743
1698673112847.0,-521,451,733
1698673112928.0,-518,457,720
1698673113007.0,-505,455,718
1698673113090.0,-518,460,713
1698673113168.0,-523,467,704
1698673113247.0,-515,462,714
1698673113327.0,-523,454,729
1698673113408.0,-509,446,735
1698673113490.0,-509,428,739
1698673113567.0,-504,421,741
1698673113648.0,-525,440,748
1698673113727.0,-524,429,738
1698673113807.0,-527,436,734
1698673113888.0,-518,430,727
1698673113967.0,-517,438,712
1698673114047.0,-510,443,699
1698673114127.0,-522,452,704
1698673114207.0,-507,452,705
1698673114287.0,-506,443,708
1698673114368.0,-506,442,710
1698673114447.0,-502,434,713
1698673114530.0,-509,425,733
1698673114607.0,-498,423,724
1698673114687.0,-495,406,742
1698673114769.0,-496,410,750
1698673114847.0,-498,399,750
1698673114930.0,-495,409,746
1698673115007.0,-491,397,747
1698673115087.0,-491,422,748
1698673115167.0,-501,433,737
1698673115247.0,-495,435,727
1698673115330.0,-490,443,712
1698673115407.0,-495,460,708
1698673115487.0,-491,440,708
1698673115567.0,-498,442,704
1698673115647.0,-493,433,706
1698673115729.0,-493,436,716
1698673115807.0,-482,445,734
1698673115887.0,-339,397,743
1698673115967.0,-204,225,454
1698673116047.0,-283,181,404
1698673116127.0,-299,176,403
1698673116207.0,-297,142,403
1698673116287.0,-300,151,414
1698673116367.0,-283,140,407
1698673116447.0,-279,137,403
1698673116527.0,-283,145,404
1698673116608.0,-289,135,394
1698673116687.0,-290,134,405
1698673116769.0,-299,143,399
1698673116847.0,-289,144,401
1698673116927.0,-285,148,395
1698673117009.0,-275,145,397
1698673117087.0,-279,155,397
1698673117169.0,-280,164,394
1698673117247.0,-275,142,383
1698673117327.0,-263,164,382
